Drumming_bout,Subspecies,Population,Community,Individual,Date,Total_bout_duration,N_hits,With_Ph,Start_Ph,End_Ph,Start_Ph_N,End_Ph_N,Context_Before,Context_After,Context,Com_indiv,IBI_i,IBI,IBI_ms,Pop_com_code,Com_indiv_code
33,Eastern,Population A,Community I,Individual 11,31.03.19,2.22895,13,With,Climax,Climax,2,2,Traveling,Traveling,Traveling,SonsoPS,5,0.116216,116.216,Population A (Community I),Community I (Individual 11)
35,Eastern,Population A,Community I,Individual 11,31.03.19,0.18334,2,With,Let-Down,Let-Down,3,3,Traveling,Traveling,Traveling,SonsoPS,1,0.183336,183.336,Population A (Community I),Community I (Individual 11)
36,Eastern,Population A,Community I,Individual 1,06.04.19,0.06733,2,With,Build-Up,Build-Up,1,1,Resting,Traveling,Traveling,SonsoHW,1,0.067326,67.326,Population A (Community I),Community I (Individual 1)
37,Eastern,Population A,Community I,Individual 1,06.04.19,0.0963,2,With,Climax,Climax,2,2,Resting,Traveling,Traveling,SonsoHW,1,0.096298,96.298,Population A (Community I),Community I (Individual 1)
38,Eastern,Population A,Community I,Individual 1,06.04.19,0.08966,2,With,Let-Down,Let-Down,3,3,Resting,Traveling,Traveling,SonsoHW,1,0.089657,89.657,Population A (Community I),Community I (Individual 1)
40,Eastern,Population A,Community I,Individual 1,06.04.19,0.07471,2,With,Build-Up,Build-Up,1,1,Display,Display,Display,SonsoHW,1,0.074714,74.714,Population A (Community I),Community I (Individual 1)
43,Eastern,Population A,Community I,Individual 5,16.04.19,1.11407,4,With,Roar,Climax,1,2,Resting,Resting,Resting,SonsoMS,3,0.073054,73.05399999999999,Population A (Community I),Community I (Individual 5)
43,Eastern,Population A,Community I,Individual 5,16.04.19,1.11407,4,With,Roar,Climax,1,2,Resting,Resting,Resting,SonsoMS,2,0.873327,873.327,Population A (Community I),Community I (Individual 5)
43,Eastern,Population A,Community I,Individual 5,16.04.19,1.11407,4,With,Roar,Climax,1,2,Resting,Resting,Resting,SonsoMS,1,0.167692,167.692,Population A (Community I),Community I (Individual 5)
44,Eastern,Population A,Community I,Individual 7,07.06.19,0.84676,4,With,Climax,Let-Down,2,3,Traveling,Traveling,Traveling,SonsoZD,3,0.098713,98.713,Population A (Community I),Community I (Individual 7)
44,Eastern,Population A,Community I,Individual 7,07.06.19,0.84676,4,With,Climax,Let-Down,2,3,Traveling,Traveling,Traveling,SonsoZD,2,0.650921,650.9209999999999,Population A (Community I),Community I (Individual 7)
44,Eastern,Population A,Community I,Individual 7,07.06.19,0.84676,4,With,Climax,Let-Down,2,3,Traveling,Traveling,Traveling,SonsoZD,1,0.097129,97.12899999999999,Population A (Community I),Community I (Individual 7)
45,Eastern,Population A,Community I,Individual 7,07.06.19,0.0963,2,With,Build-Up,Build-Up,2,1,Traveling,Traveling,Traveling,SonsoZD,1,0.096298,96.298,Population A (Community I),Community I (Individual 7)
46,Eastern,Population A,Community I,Individual 7,07.06.19,0.09962,2,With,Let-Down,Let-Down,3,3,Traveling,Traveling,Traveling,SonsoZD,1,0.099619,99.619,Population A (Community I),Community I (Individual 7)
47,Eastern,Population A,Community I,Individual 7,07.06.19,0.07305,2,With,Let-Down,Let-Down,3,3,Traveling,Traveling,Traveling,SonsoZD,1,0.073054,73.05399999999999,Population A (Community I),Community I (Individual 7)
48,Eastern,Population A,Community I,Individual 7,07.06.19,0.04981,2,With,Let-Down,Let-Down,3,3,Traveling,Traveling,Traveling,SonsoZD,1,0.04981,49.81,Population A (Community I),Community I (Individual 7)
49,Eastern,Population A,Community I,Individual 7,07.06.19,0.78367,3,With,Pause,Climax,1,2,Traveling,Traveling,Traveling,SonsoZD,2,0.694013,694.013,Population A (Community I),Community I (Individual 7)
49,Eastern,Population A,Community I,Individual 7,07.06.19,0.78367,3,With,Pause,Climax,1,2,Traveling,Traveling,Traveling,SonsoZD,1,0.089657,89.657,Population A (Community I),Community I (Individual 7)
50,Eastern,Population A,Community I,Individual 11,26.06.19,0.42836,4,With,Let-Down,Let-Down,3,3,Traveling,Resting,Traveling,SonsoPS,3,0.062262,62.262,Population A (Community I),Community I (Individual 11)
50,Eastern,Population A,Community I,Individual 11,26.06.19,0.42836,4,With,Let-Down,Let-Down,3,3,Traveling,Resting,Traveling,SonsoPS,2,0.278933,278.933,Population A (Community I),Community I (Individual 11)
50,Eastern,Population A,Community I,Individual 11,26.06.19,0.42836,4,With,Let-Down,Let-Down,3,3,Traveling,Resting,Traveling,SonsoPS,1,0.087167,87.167,Population A (Community I),Community I (Individual 11)
51,Eastern,Population A,Community I,Individual 1,14.07.19,1.74665,5,With,Build-Up,Build-Up,1,1,Traveling,Traveling,Traveling,SonsoHW,1,0.082644,82.64399999999999,Population A (Community I),Community I (Individual 1)
51,Eastern,Population A,Community I,Individual 1,14.07.19,1.74665,5,With,Build-Up,Build-Up,1,1,Traveling,Traveling,Traveling,SonsoHW,2,0.571149,571.149,Population A (Community I),Community I (Individual 1)
51,Eastern,Population A,Community I,Individual 1,14.07.19,1.74665,5,With,Build-Up,Build-Up,1,1,Traveling,Traveling,Traveling,SonsoHW,3,0.063092,63.092,Population A (Community I),Community I (Individual 1)
51,Eastern,Population A,Community I,Individual 1,14.07.19,1.74665,5,With,Build-Up,Build-Up,1,1,Traveling,Traveling,Traveling,SonsoHW,4,1.029768,1029.768,Population A (Community I),Community I (Individual 1)
52,Eastern,Population A,Community I,Individual 1,14.07.19,1.04419,6,With,Build-Up,Climax,1,2,Traveling,Resting,Traveling,SonsoHW,5,0.194268,194.268,Population A (Community I),Community I (Individual 1)
52,Eastern,Population A,Community I,Individual 1,14.07.19,1.04419,6,With,Build-Up,Climax,1,2,Traveling,Resting,Traveling,SonsoHW,2,0.210457,210.457,Population A (Community I),Community I (Individual 1)
52,Eastern,Population A,Community I,Individual 1,14.07.19,1.04419,6,With,Build-Up,Climax,1,2,Traveling,Resting,Traveling,SonsoHW,3,0.437102,437.102,Population A (Community I),Community I (Individual 1)
52,Eastern,Population A,Community I,Individual 1,14.07.19,1.04419,6,With,Build-Up,Climax,1,2,Traveling,Resting,Traveling,SonsoHW,4,0.101181,101.181,Population A (Community I),Community I (Individual 1)
52,Eastern,Population A,Community I,Individual 1,14.07.19,1.04419,6,With,Build-Up,Climax,1,2,Traveling,Resting,Traveling,SonsoHW,1,0.101181,101.181,Population A (Community I),Community I (Individual 1)
53,Eastern,Population A,Community I,Individual 1,14.07.19,0.10118,2,With,Build-Up,Build-Up,1,1,Traveling,Resting,Traveling,SonsoHW,1,0.101181,101.181,Population A (Community I),Community I (Individual 1)
54,Eastern,Population A,Community I,Individual 1,14.07.19,0.05977,2,With,Roar,Roar,1,1,Traveling,Traveling,Traveling,SonsoHW,1,0.059771,59.771,Population A (Community I),Community I (Individual 1)
55,Eastern,Population A,Community I,Individual 7,22.07.19,0.92978,4,With,Build-Up,Build-Up,1,1,Traveling,Traveling,Traveling,SonsoZD,2,0.747143,747.143,Population A (Community I),Community I (Individual 7)
55,Eastern,Population A,Community I,Individual 7,22.07.19,0.92978,4,With,Build-Up,Build-Up,1,1,Traveling,Traveling,Traveling,SonsoZD,3,0.100897,100.897,Population A (Community I),Community I (Individual 7)
55,Eastern,Population A,Community I,Individual 7,22.07.19,0.92978,4,With,Build-Up,Build-Up,1,1,Traveling,Traveling,Traveling,SonsoZD,1,0.081738,81.738,Population A (Community I),Community I (Individual 7)
56,Eastern,Population A,Community I,Individual 7,22.07.19,0.93891,4,With,Build-Up,Roar,1,1,Traveling,Traveling,Traveling,SonsoZD,2,0.758765,758.765,Population A (Community I),Community I (Individual 7)
56,Eastern,Population A,Community I,Individual 7,22.07.19,0.93891,4,With,Build-Up,Roar,1,1,Traveling,Traveling,Traveling,SonsoZD,3,0.073054,73.05399999999999,Population A (Community I),Community I (Individual 7)
56,Eastern,Population A,Community I,Individual 7,22.07.19,0.93891,4,With,Build-Up,Roar,1,1,Traveling,Traveling,Traveling,SonsoZD,1,0.10709,107.09,Population A (Community I),Community I (Individual 7)
57,Eastern,Population A,Community I,Individual 7,22.07.19,1.72127,8,With,Build-Up,Climax,1,2,Traveling,Enter tree,AFT,SonsoZD,2,0.718587,718.587,Population A (Community I),Community I (Individual 7)
57,Eastern,Population A,Community I,Individual 7,22.07.19,1.72127,8,With,Build-Up,Climax,1,2,Traveling,Enter tree,AFT,SonsoZD,1,0.100268,100.268,Population A (Community I),Community I (Individual 7)
57,Eastern,Population A,Community I,Individual 7,22.07.19,1.72127,8,With,Build-Up,Climax,1,2,Traveling,Enter tree,AFT,SonsoZD,5,0.31473,314.73,Population A (Community I),Community I (Individual 7)
57,Eastern,Population A,Community I,Individual 7,22.07.19,1.72127,8,With,Build-Up,Climax,1,2,Traveling,Enter tree,AFT,SonsoZD,7,0.203321,203.321,Population A (Community I),Community I (Individual 7)
57,Eastern,Population A,Community I,Individual 7,22.07.19,1.72127,8,With,Build-Up,Climax,1,2,Traveling,Enter tree,AFT,SonsoZD,4,0.072416,72.416,Population A (Community I),Community I (Individual 7)
57,Eastern,Population A,Community I,Individual 7,22.07.19,1.72127,8,With,Build-Up,Climax,1,2,Traveling,Enter tree,AFT,SonsoZD,6,0.155972,155.972,Population A (Community I),Community I (Individual 7)
57,Eastern,Population A,Community I,Individual 7,22.07.19,1.72127,8,With,Build-Up,Climax,1,2,Traveling,Enter tree,AFT,SonsoZD,3,0.155972,155.972,Population A (Community I),Community I (Individual 7)
58,Eastern,Population A,Community I,Individual 12,23.07.19,0.1245,2,With,Let-Down,Let-Down,3,3,Display,Display,Display,SonsoKT,1,0.1245,124.5,Population A (Community I),Community I (Individual 12)
59,Eastern,Population A,Community I,Individual 2,27.07.19,0.97627,5,With,Roar,Unk,1,0,Traveling,Resting,Traveling,SonsoFK,4,0.075247,75.247,Population A (Community I),Community I (Individual 2)
59,Eastern,Population A,Community I,Individual 2,27.07.19,0.97627,5,With,Roar,Unk,1,0,Traveling,Resting,Traveling,SonsoFK,3,0.166032,166.032,Population A (Community I),Community I (Individual 2)
59,Eastern,Population A,Community I,Individual 2,27.07.19,0.97627,5,With,Roar,Unk,1,0,Traveling,Resting,Traveling,SonsoFK,2,0.292216,292.21599999999995,Population A (Community I),Community I (Individual 2)
59,Eastern,Population A,Community I,Individual 2,27.07.19,0.97627,5,With,Roar,Unk,1,0,Traveling,Resting,Traveling,SonsoFK,1,0.442772,442.772,Population A (Community I),Community I (Individual 2)
60,Eastern,Population A,Community I,Individual 2,27.07.19,1.12071,5,With,Build-Up,Let-Down,1,3,Resting,Resting,Resting,SonsoFK,4,0.229124,229.124,Population A (Community I),Community I (Individual 2)
60,Eastern,Population A,Community I,Individual 2,27.07.19,1.12071,5,With,Build-Up,Let-Down,1,3,Resting,Resting,Resting,SonsoFK,3,0.086337,86.337,Population A (Community I),Community I (Individual 2)
60,Eastern,Population A,Community I,Individual 2,27.07.19,1.12071,5,With,Build-Up,Let-Down,1,3,Resting,Resting,Resting,SonsoFK,1,0.028225,28.225,Population A (Community I),Community I (Individual 2)
60,Eastern,Population A,Community I,Individual 2,27.07.19,1.12071,5,With,Build-Up,Let-Down,1,3,Resting,Resting,Resting,SonsoFK,2,0.777029,777.029,Population A (Community I),Community I (Individual 2)
61,Eastern,Population A,Community I,Individual 5,23.08.18,0.87665,4,Without,0,0,0,0,Display,Display,Display,SonsoMS,2,0.101279,101.279,Population A (Community I),Community I (Individual 5)
61,Eastern,Population A,Community I,Individual 5,23.08.18,0.87665,4,Without,0,0,0,0,Display,Display,Display,SonsoMS,3,0.569489,569.489,Population A (Community I),Community I (Individual 5)
61,Eastern,Population A,Community I,Individual 5,23.08.18,0.87665,4,Without,0,0,0,0,Display,Display,Display,SonsoMS,1,0.205879,205.87900000000002,Population A (Community I),Community I (Individual 5)
62,Eastern,Population A,Community I,Individual 5,23.08.18,0.19509,2,Without,0,0,0,0,Display,Display,Display,SonsoMS,1,0.195087,195.08700000000002,Population A (Community I),Community I (Individual 5)
63,Eastern,Population A,Community I,Individual 5,23.08.18,0.14298,2,Without,0,0,0,0,Display,Display,Display,SonsoMS,1,0.142975,142.975,Population A (Community I),Community I (Individual 5)
64,Eastern,Population A,Community I,Individual 5,23.08.18,0.13947,2,Without,0,0,0,0,Display,Display,Display,SonsoMS,1,0.139467,139.467,Population A (Community I),Community I (Individual 5)
67,Eastern,Population A,Community I,Individual 13,11.09.18,1.38475,8,With,Build-Up,Climax,1,2,Traveling,Traveling,Traveling,SonsoZF,3,0.145893,145.893,Population A (Community I),Community I (Individual 13)
67,Eastern,Population A,Community I,Individual 13,11.09.18,1.38475,8,With,Build-Up,Climax,1,2,Traveling,Traveling,Traveling,SonsoZF,6,0.08902,89.02,Population A (Community I),Community I (Individual 13)
67,Eastern,Population A,Community I,Individual 13,11.09.18,1.38475,8,With,Build-Up,Climax,1,2,Traveling,Traveling,Traveling,SonsoZF,1,0.110038,110.038,Population A (Community I),Community I (Individual 13)
67,Eastern,Population A,Community I,Individual 13,11.09.18,1.38475,8,With,Build-Up,Climax,1,2,Traveling,Traveling,Traveling,SonsoZF,4,0.27695,276.95,Population A (Community I),Community I (Individual 13)
67,Eastern,Population A,Community I,Individual 13,11.09.18,1.38475,8,With,Build-Up,Climax,1,2,Traveling,Traveling,Traveling,SonsoZF,2,0.116229,116.229,Population A (Community I),Community I (Individual 13)
67,Eastern,Population A,Community I,Individual 13,11.09.18,1.38475,8,With,Build-Up,Climax,1,2,Traveling,Traveling,Traveling,SonsoZF,7,0.320223,320.22299999999996,Population A (Community I),Community I (Individual 13)
67,Eastern,Population A,Community I,Individual 13,11.09.18,1.38475,8,With,Build-Up,Climax,1,2,Traveling,Traveling,Traveling,SonsoZF,5,0.326405,326.405,Population A (Community I),Community I (Individual 13)
68,Eastern,Population A,Community I,Individual 12,11.10.18,0.40198,3,With,Roar,Roar,1,1,Resting,Resting,Resting,SonsoKT,1,0.08652,86.52,Population A (Community I),Community I (Individual 12)
68,Eastern,Population A,Community I,Individual 12,11.10.18,0.40198,3,With,Roar,Roar,1,1,Resting,Resting,Resting,SonsoKT,2,0.31546,315.46000000000004,Population A (Community I),Community I (Individual 12)
69,Eastern,Population A,Community I,Individual 2,13.10.18,1.65469,7,With,Roar,Let-Down,1,3,Traveling,Resting,Traveling,SonsoFK,5,0.454927,454.927,Population A (Community I),Community I (Individual 2)
69,Eastern,Population A,Community I,Individual 2,13.10.18,1.65469,7,With,Roar,Let-Down,1,3,Traveling,Resting,Traveling,SonsoFK,3,0.6276,627.6,Population A (Community I),Community I (Individual 2)
69,Eastern,Population A,Community I,Individual 2,13.10.18,1.65469,7,With,Roar,Let-Down,1,3,Traveling,Resting,Traveling,SonsoFK,6,0.10626,106.25999999999999,Population A (Community I),Community I (Individual 2)
69,Eastern,Population A,Community I,Individual 2,13.10.18,1.65469,7,With,Roar,Let-Down,1,3,Traveling,Resting,Traveling,SonsoFK,4,0.073054,73.05399999999999,Population A (Community I),Community I (Individual 2)
69,Eastern,Population A,Community I,Individual 2,13.10.18,1.65469,7,With,Roar,Let-Down,1,3,Traveling,Resting,Traveling,SonsoFK,2,0.332064,332.064,Population A (Community I),Community I (Individual 2)
69,Eastern,Population A,Community I,Individual 2,13.10.18,1.65469,7,With,Roar,Let-Down,1,3,Traveling,Resting,Traveling,SonsoFK,1,0.060781,60.781,Population A (Community I),Community I (Individual 2)
70,Eastern,Population A,Community I,Individual 1,16.10.18,0.0787,2,With,Build-Up,Build-Up,1,1,Traveling,Traveling,Traveling,SonsoHW,1,0.078703,78.70299999999999,Population A (Community I),Community I (Individual 1)
71,Eastern,Population A,Community I,Individual 1,29.10.18,0.08966,2,With,Roar,Roar,1,1,Resting,Resting,Resting,SonsoHW,1,0.089657,89.657,Population A (Community I),Community I (Individual 1)
72,Eastern,Population A,Community I,Individual 11,31.10.18,1.59557,12,With,Climax,Let-Down,2,3,Traveling,Traveling,Traveling,SonsoPS,6,0.10626,106.25999999999999,Population A (Community I),Community I (Individual 11)
72,Eastern,Population A,Community I,Individual 11,31.10.18,1.59557,12,With,Climax,Let-Down,2,3,Traveling,Traveling,Traveling,SonsoPS,2,0.129505,129.505,Population A (Community I),Community I (Individual 11)
72,Eastern,Population A,Community I,Individual 11,31.10.18,1.59557,12,With,Climax,Let-Down,2,3,Traveling,Traveling,Traveling,SonsoPS,10,0.099619,99.619,Population A (Community I),Community I (Individual 11)
72,Eastern,Population A,Community I,Individual 11,31.10.18,1.59557,12,With,Climax,Let-Down,2,3,Traveling,Traveling,Traveling,SonsoPS,1,0.158818,158.81799999999998,Population A (Community I),Community I (Individual 11)
72,Eastern,Population A,Community I,Individual 11,31.10.18,1.59557,12,With,Climax,Let-Down,2,3,Traveling,Traveling,Traveling,SonsoPS,11,0.161623,161.623,Population A (Community I),Community I (Individual 11)
72,Eastern,Population A,Community I,Individual 11,31.10.18,1.59557,12,With,Climax,Let-Down,2,3,Traveling,Traveling,Traveling,SonsoPS,7,0.259001,259.001,Population A (Community I),Community I (Individual 11)
72,Eastern,Population A,Community I,Individual 11,31.10.18,1.59557,12,With,Climax,Let-Down,2,3,Traveling,Traveling,Traveling,SonsoPS,5,0.149429,149.429,Population A (Community I),Community I (Individual 11)
72,Eastern,Population A,Community I,Individual 11,31.10.18,1.59557,12,With,Climax,Let-Down,2,3,Traveling,Traveling,Traveling,SonsoPS,8,0.086337,86.337,Population A (Community I),Community I (Individual 11)
72,Eastern,Population A,Community I,Individual 11,31.10.18,1.59557,12,With,Climax,Let-Down,2,3,Traveling,Traveling,Traveling,SonsoPS,3,0.162711,162.71099999999998,Population A (Community I),Community I (Individual 11)
72,Eastern,Population A,Community I,Individual 11,31.10.18,1.59557,12,With,Climax,Let-Down,2,3,Traveling,Traveling,Traveling,SonsoPS,9,0.215841,215.841,Population A (Community I),Community I (Individual 11)
72,Eastern,Population A,Community I,Individual 11,31.10.18,1.59557,12,With,Climax,Let-Down,2,3,Traveling,Traveling,Traveling,SonsoPS,4,0.066413,66.413,Population A (Community I),Community I (Individual 11)
73,Eastern,Population A,Community I,Individual 8,31.10.18,0.38519,3,With,Build-Up,Build-Up,1,1,Traveling,Traveling,Traveling,SonsoJS,2,0.177654,177.654,Population A (Community I),Community I (Individual 8)
73,Eastern,Population A,Community I,Individual 8,31.10.18,0.38519,3,With,Build-Up,Build-Up,1,1,Traveling,Traveling,Traveling,SonsoJS,1,0.20754,207.54,Population A (Community I),Community I (Individual 8)
74,Eastern,Population A,Community I,Individual 1,31.10.18,0.08546,2,With,Build-Up,Build-Up,1,1,Traveling,Traveling,Traveling,SonsoHW,1,0.085459,85.45899999999999,Population A (Community I),Community I (Individual 1)
75,Eastern,Population A,Community I,Individual 8,01.12.18,0.11181,2,With,Build-Up,Build-Up,1,1,Traveling,Traveling,Traveling,SonsoJS,1,0.111806,111.806,Population A (Community I),Community I (Individual 8)
