Drumming_bout,Subspecies,Population,Community,Individual,Date,Total_bout_duration,N_hits,With_Ph,Start_Ph,End_Ph,Start_Ph_N,End_Ph_N,Context_Before,Context_After,Context,Com_indiv,IBI_i,IBI,IBI_ms,Pop_com_code,Com_indiv_code
721,Western,Population E,Community VII,Individual 63,13.03.99,1.48436,9,Without,0,0,0,0,NV,NV,AFT,MMAR,6,0.197389,197.389,Population E (Community VII),Community VII (Individual 63)
721,Western,Population E,Community VII,Individual 63,13.03.99,1.48436,9,Without,0,0,0,0,NV,NV,AFT,MMAR,7,0.185545,185.545,Population E (Community VII),Community VII (Individual 63)
721,Western,Population E,Community VII,Individual 63,13.03.99,1.48436,9,Without,0,0,0,0,NV,NV,AFT,MMAR,8,0.181598,181.598,Population E (Community VII),Community VII (Individual 63)
721,Western,Population E,Community VII,Individual 63,13.03.99,1.48436,9,Without,0,0,0,0,NV,NV,AFT,MMAR,2,0.209232,209.232,Population E (Community VII),Community VII (Individual 63)
721,Western,Population E,Community VII,Individual 63,13.03.99,1.48436,9,Without,0,0,0,0,NV,NV,AFT,MMAR,1,0.169754,169.754,Population E (Community VII),Community VII (Individual 63)
721,Western,Population E,Community VII,Individual 63,13.03.99,1.48436,9,Without,0,0,0,0,NV,NV,AFT,MMAR,3,0.17765,177.65,Population E (Community VII),Community VII (Individual 63)
721,Western,Population E,Community VII,Individual 63,13.03.99,1.48436,9,Without,0,0,0,0,NV,NV,AFT,MMAR,5,0.189493,189.493,Population E (Community VII),Community VII (Individual 63)
722,Western,Population E,Community VII,Individual 63,13.03.99,0.58119,3,With,Build-Up,Climax,1,2,NV,NV,Unk,MMAR,1,0.245107,245.107,Population E (Community VII),Community VII (Individual 63)
722,Western,Population E,Community VII,Individual 63,13.03.99,0.58119,3,With,Build-Up,Climax,1,2,NV,NV,Unk,MMAR,2,0.336082,336.082,Population E (Community VII),Community VII (Individual 63)
723,Western,Population E,Community VII,Individual 63,13.04.99,1.73538,5,With,Build-Up,Climax,1,2,NV,NV,Unk,MMAR,4,0.723759,723.759,Population E (Community VII),Community VII (Individual 63)
723,Western,Population E,Community VII,Individual 63,13.04.99,1.73538,5,With,Build-Up,Climax,1,2,NV,NV,Unk,MMAR,2,0.320757,320.757,Population E (Community VII),Community VII (Individual 63)
723,Western,Population E,Community VII,Individual 63,13.04.99,1.73538,5,With,Build-Up,Climax,1,2,NV,NV,Unk,MMAR,3,0.353655,353.655,Population E (Community VII),Community VII (Individual 63)
723,Western,Population E,Community VII,Individual 63,13.04.99,1.73538,5,With,Build-Up,Climax,1,2,NV,NV,Unk,MMAR,1,0.337296,337.296,Population E (Community VII),Community VII (Individual 63)
724,Western,Population E,Community VII,Individual 63,13.04.99,0.67988,4,With,Build-Up,Climax,1,2,NV,NV,Unk,MMAR,1,0.329639,329.639,Population E (Community VII),Community VII (Individual 63)
724,Western,Population E,Community VII,Individual 63,13.04.99,0.67988,4,With,Build-Up,Climax,1,2,NV,NV,Unk,MMAR,2,0.185422,185.422,Population E (Community VII),Community VII (Individual 63)
724,Western,Population E,Community VII,Individual 63,13.04.99,0.67988,4,With,Build-Up,Climax,1,2,NV,NV,Unk,MMAR,3,0.16482,164.82,Population E (Community VII),Community VII (Individual 63)
725,Western,Population E,Community VII,Individual 63,13.04.99,5.30313,18,With,Build-Up,after,1,0,NV,NV,AFT,MMAR,5,0.313478,313.47799999999995,Population E (Community VII),Community VII (Individual 63)
725,Western,Population E,Community VII,Individual 63,13.04.99,5.30313,18,With,Build-Up,after,1,0,NV,NV,AFT,MMAR,1,1.111422,1111.4219999999998,Population E (Community VII),Community VII (Individual 63)
725,Western,Population E,Community VII,Individual 63,13.04.99,5.30313,18,With,Build-Up,after,1,0,NV,NV,AFT,MMAR,2,0.123491,123.491,Population E (Community VII),Community VII (Individual 63)
725,Western,Population E,Community VII,Individual 63,13.04.99,5.30313,18,With,Build-Up,after,1,0,NV,NV,AFT,MMAR,14,0.256482,256.48199999999997,Population E (Community VII),Community VII (Individual 63)
725,Western,Population E,Community VII,Individual 63,13.04.99,5.30313,18,With,Build-Up,after,1,0,NV,NV,AFT,MMAR,16,0.303979,303.979,Population E (Community VII),Community VII (Individual 63)
725,Western,Population E,Community VII,Individual 63,13.04.99,5.30313,18,With,Build-Up,after,1,0,NV,NV,AFT,MMAR,11,0.237483,237.483,Population E (Community VII),Community VII (Individual 63)
725,Western,Population E,Community VII,Individual 63,13.04.99,5.30313,18,With,Build-Up,after,1,0,NV,NV,AFT,MMAR,7,0.246983,246.983,Population E (Community VII),Community VII (Individual 63)
725,Western,Population E,Community VII,Individual 63,13.04.99,5.30313,18,With,Build-Up,after,1,0,NV,NV,AFT,MMAR,12,0.277984,277.98400000000004,Population E (Community VII),Community VII (Individual 63)
725,Western,Population E,Community VII,Individual 63,13.04.99,5.30313,18,With,Build-Up,after,1,0,NV,NV,AFT,MMAR,10,0.227984,227.98399999999998,Population E (Community VII),Community VII (Individual 63)
725,Western,Population E,Community VII,Individual 63,13.04.99,5.30313,18,With,Build-Up,after,1,0,NV,NV,AFT,MMAR,3,0.588959,588.9590000000001,Population E (Community VII),Community VII (Individual 63)
725,Western,Population E,Community VII,Individual 63,13.04.99,5.30313,18,With,Build-Up,after,1,0,NV,NV,AFT,MMAR,6,0.180487,180.487,Population E (Community VII),Community VII (Individual 63)
725,Western,Population E,Community VII,Individual 63,13.04.99,5.30313,18,With,Build-Up,after,1,0,NV,NV,AFT,MMAR,4,0.28498,284.98,Population E (Community VII),Community VII (Individual 63)
725,Western,Population E,Community VII,Individual 63,13.04.99,5.30313,18,With,Build-Up,after,1,0,NV,NV,AFT,MMAR,17,0.227984,227.98399999999998,Population E (Community VII),Community VII (Individual 63)
725,Western,Population E,Community VII,Individual 63,13.04.99,5.30313,18,With,Build-Up,after,1,0,NV,NV,AFT,MMAR,9,0.246983,246.983,Population E (Community VII),Community VII (Individual 63)
725,Western,Population E,Community VII,Individual 63,13.04.99,5.30313,18,With,Build-Up,after,1,0,NV,NV,AFT,MMAR,8,0.189987,189.987,Population E (Community VII),Community VII (Individual 63)
725,Western,Population E,Community VII,Individual 63,13.04.99,5.30313,18,With,Build-Up,after,1,0,NV,NV,AFT,MMAR,15,0.246983,246.983,Population E (Community VII),Community VII (Individual 63)
725,Western,Population E,Community VII,Individual 63,13.04.99,5.30313,18,With,Build-Up,after,1,0,NV,NV,AFT,MMAR,13,0.237483,237.483,Population E (Community VII),Community VII (Individual 63)
727,Western,Population E,Community VII,Individual 63,15.03.99,0.69405,3,With,Build-Up,Unk,1,0,NV,NV,Feeding,MMAR,2,0.229876,229.876,Population E (Community VII),Community VII (Individual 63)
727,Western,Population E,Community VII,Individual 63,15.03.99,0.69405,3,With,Build-Up,Unk,1,0,NV,NV,Feeding,MMAR,1,0.464172,464.17199999999997,Population E (Community VII),Community VII (Individual 63)
728,Western,Population E,Community VII,Individual 63,15.03.99,0.38142,2,With,Build-Up,Build-Up,1,1,NV,NV,Feeding,MMAR,1,0.381415,381.415,Population E (Community VII),Community VII (Individual 63)
729,Western,Population E,Community VII,Individual 63,15.03.99,0.38912,2,With,Build-Up,Unk,1,0,NV,NV,Feeding,MMAR,1,0.389117,389.117,Population E (Community VII),Community VII (Individual 63)
730,Western,Population E,Community VII,Individual 63,18.01.99,1.23697,7,With,Build-Up,Build-Up,1,1,NV,NV,Feeding,MMAR,4,0.322402,322.40200000000004,Population E (Community VII),Community VII (Individual 63)
730,Western,Population E,Community VII,Individual 63,18.01.99,1.23697,7,With,Build-Up,Build-Up,1,1,NV,NV,Feeding,MMAR,2,0.190809,190.809,Population E (Community VII),Community VII (Individual 63)
730,Western,Population E,Community VII,Individual 63,18.01.99,1.23697,7,With,Build-Up,Build-Up,1,1,NV,NV,Feeding,MMAR,6,0.17107,171.07,Population E (Community VII),Community VII (Individual 63)
730,Western,Population E,Community VII,Individual 63,18.01.99,1.23697,7,With,Build-Up,Build-Up,1,1,NV,NV,Feeding,MMAR,5,0.190809,190.809,Population E (Community VII),Community VII (Individual 63)
730,Western,Population E,Community VII,Individual 63,18.01.99,1.23697,7,With,Build-Up,Build-Up,1,1,NV,NV,Feeding,MMAR,1,0.17107,171.07,Population E (Community VII),Community VII (Individual 63)
730,Western,Population E,Community VII,Individual 63,18.01.99,1.23697,7,With,Build-Up,Build-Up,1,1,NV,NV,Feeding,MMAR,3,0.190809,190.809,Population E (Community VII),Community VII (Individual 63)
731,Western,Population E,Community VII,Individual 63,18.01.99,0.47016,3,With,Build-Up,Climax,1,2,NV,NV,Feeding,MMAR,2,0.392557,392.557,Population E (Community VII),Community VII (Individual 63)
731,Western,Population E,Community VII,Individual 63,18.01.99,0.47016,3,With,Build-Up,Climax,1,2,NV,NV,Feeding,MMAR,1,0.077598,77.598,Population E (Community VII),Community VII (Individual 63)
732,Western,Population E,Community VII,Individual 63,22.02.99,1.40648,7,With,Build-Up,Let-Down,1,3,NV,NV,Feeding,MMAR,4,0.141051,141.05100000000002,Population E (Community VII),Community VII (Individual 63)
732,Western,Population E,Community VII,Individual 63,22.02.99,1.40648,7,With,Build-Up,Let-Down,1,3,NV,NV,Feeding,MMAR,3,0.189411,189.411,Population E (Community VII),Community VII (Individual 63)
732,Western,Population E,Community VII,Individual 63,22.02.99,1.40648,7,With,Build-Up,Let-Down,1,3,NV,NV,Feeding,MMAR,6,0.229711,229.711,Population E (Community VII),Community VII (Individual 63)
732,Western,Population E,Community VII,Individual 63,22.02.99,1.40648,7,With,Build-Up,Let-Down,1,3,NV,NV,Feeding,MMAR,1,0.322402,322.40200000000004,Population E (Community VII),Community VII (Individual 63)
732,Western,Population E,Community VII,Individual 63,22.02.99,1.40648,7,With,Build-Up,Let-Down,1,3,NV,NV,Feeding,MMAR,2,0.411062,411.06199999999995,Population E (Community VII),Community VII (Individual 63)
732,Western,Population E,Community VII,Individual 63,22.02.99,1.40648,7,With,Build-Up,Let-Down,1,3,NV,NV,Feeding,MMAR,5,0.112841,112.841,Population E (Community VII),Community VII (Individual 63)
733,Western,Population E,Community VII,Individual 63,22.02.99,1.13976,6,With,Build-Up,Let-Down,1,3,NV,NV,Unk,MMAR,5,0.276509,276.509,Population E (Community VII),Community VII (Individual 63)
733,Western,Population E,Community VII,Individual 63,22.02.99,1.13976,6,With,Build-Up,Let-Down,1,3,NV,NV,Unk,MMAR,4,0.256276,256.276,Population E (Community VII),Community VII (Individual 63)
733,Western,Population E,Community VII,Individual 63,22.02.99,1.13976,6,With,Build-Up,Let-Down,1,3,NV,NV,Unk,MMAR,1,0.107906,107.906,Population E (Community VII),Community VII (Individual 63)
733,Western,Population E,Community VII,Individual 63,22.02.99,1.13976,6,With,Build-Up,Let-Down,1,3,NV,NV,Unk,MMAR,2,0.161859,161.859,Population E (Community VII),Community VII (Individual 63)
733,Western,Population E,Community VII,Individual 63,22.02.99,1.13976,6,With,Build-Up,Let-Down,1,3,NV,NV,Unk,MMAR,3,0.337206,337.206,Population E (Community VII),Community VII (Individual 63)
734,Western,Population E,Community VII,Individual 63,25.03.99,0.44026,3,With,Roar,Roar,1,1,NV,NV,Display,MMAR,1,0.170916,170.91600000000003,Population E (Community VII),Community VII (Individual 63)
734,Western,Population E,Community VII,Individual 63,25.03.99,0.44026,3,With,Roar,Roar,1,1,NV,NV,Display,MMAR,2,0.269343,269.343,Population E (Community VII),Community VII (Individual 63)
735,Western,Population E,Community VII,Individual 63,25.03.99,1.09288,7,With,Build-Up,Climax,1,2,NV,NV,Unk,MMAR,3,0.161448,161.448,Population E (Community VII),Community VII (Individual 63)
735,Western,Population E,Community VII,Individual 63,25.03.99,1.09288,7,With,Build-Up,Climax,1,2,NV,NV,Unk,MMAR,6,0.217333,217.333,Population E (Community VII),Community VII (Individual 63)
735,Western,Population E,Community VII,Individual 63,25.03.99,1.09288,7,With,Build-Up,Climax,1,2,NV,NV,Unk,MMAR,2,0.217333,217.333,Population E (Community VII),Community VII (Individual 63)
735,Western,Population E,Community VII,Individual 63,25.03.99,1.09288,7,With,Build-Up,Climax,1,2,NV,NV,Unk,MMAR,4,0.192495,192.495,Population E (Community VII),Community VII (Individual 63)
735,Western,Population E,Community VII,Individual 63,25.03.99,1.09288,7,With,Build-Up,Climax,1,2,NV,NV,Unk,MMAR,1,0.12419,124.19,Population E (Community VII),Community VII (Individual 63)
735,Western,Population E,Community VII,Individual 63,25.03.99,1.09288,7,With,Build-Up,Climax,1,2,NV,NV,Unk,MMAR,5,0.180076,180.07600000000002,Population E (Community VII),Community VII (Individual 63)
736,Western,Population E,Community VII,Individual 63,27.03.99,0.49417,3,With,Build-Up,Build-Up,1,1,NV,NV,AFT,MMAR,1,0.218731,218.731,Population E (Community VII),Community VII (Individual 63)
736,Western,Population E,Community VII,Individual 63,27.03.99,0.49417,3,With,Build-Up,Build-Up,1,1,NV,NV,AFT,MMAR,2,0.27544,275.44,Population E (Community VII),Community VII (Individual 63)
737,Western,Population E,Community VII,Individual 63,29.01.99,1.7686,7,With,Build-Up,Let-Down,1,3,NV,NV,Feeding,MMAR,5,0.283253,283.253,Population E (Community VII),Community VII (Individual 63)
737,Western,Population E,Community VII,Individual 63,29.01.99,1.7686,7,With,Build-Up,Let-Down,1,3,NV,NV,Feeding,MMAR,1,0.34543,345.43,Population E (Community VII),Community VII (Individual 63)
737,Western,Population E,Community VII,Individual 63,29.01.99,1.7686,7,With,Build-Up,Let-Down,1,3,NV,NV,Feeding,MMAR,6,0.069086,69.086,Population E (Community VII),Community VII (Individual 63)
737,Western,Population E,Community VII,Individual 63,29.01.99,1.7686,7,With,Build-Up,Let-Down,1,3,NV,NV,Feeding,MMAR,2,0.379973,379.973,Population E (Community VII),Community VII (Individual 63)
737,Western,Population E,Community VII,Individual 63,29.01.99,1.7686,7,With,Build-Up,Let-Down,1,3,NV,NV,Feeding,MMAR,3,0.34543,345.43,Population E (Community VII),Community VII (Individual 63)
737,Western,Population E,Community VII,Individual 63,29.01.99,1.7686,7,With,Build-Up,Let-Down,1,3,NV,NV,Feeding,MMAR,4,0.34543,345.43,Population E (Community VII),Community VII (Individual 63)
738,Western,Population E,Community VII,Individual 63,31.03.99,1.80907,5,With,Build-Up,Climax,1,2,NV,NV,Feeding,MMAR,1,0.076982,76.982,Population E (Community VII),Community VII (Individual 63)
738,Western,Population E,Community VII,Individual 63,31.03.99,1.80907,5,With,Build-Up,Climax,1,2,NV,NV,Feeding,MMAR,3,0.391323,391.323,Population E (Community VII),Community VII (Individual 63)
738,Western,Population E,Community VII,Individual 63,31.03.99,1.80907,5,With,Build-Up,Climax,1,2,NV,NV,Feeding,MMAR,2,0.551702,551.702,Population E (Community VII),Community VII (Individual 63)
738,Western,Population E,Community VII,Individual 63,31.03.99,1.80907,5,With,Build-Up,Climax,1,2,NV,NV,Feeding,MMAR,4,0.789062,789.062,Population E (Community VII),Community VII (Individual 63)
739,Western,Population E,Community VII,Individual 63,15.03.99,0.42866,2,With,Build-Up,Climax,1,2,NV,NV,Feeding,MMAR,1,0.428663,428.663,Population E (Community VII),Community VII (Individual 63)
740,Western,Population E,Community VII,Individual 63,13.04.99,0.40892,2,Unk,Unk,Unk,0,0,NV,NV,Unk,MMAR,1,0.408924,408.92400000000004,Population E (Community VII),Community VII (Individual 63)
741,Western,Population E,Community VII,Individual 63,13.04.99,1.77986,5,With,Build-Up,Let-Down,1,3,NV,NV,Feeding,MMAR,3,0.172673,172.673,Population E (Community VII),Community VII (Individual 63)
741,Western,Population E,Community VII,Individual 63,13.04.99,1.77986,5,With,Build-Up,Let-Down,1,3,NV,NV,Feeding,MMAR,4,0.239086,239.08599999999998,Population E (Community VII),Community VII (Individual 63)
741,Western,Population E,Community VII,Individual 63,13.04.99,1.77986,5,With,Build-Up,Let-Down,1,3,NV,NV,Feeding,MMAR,2,1.182146,1182.146,Population E (Community VII),Community VII (Individual 63)
741,Western,Population E,Community VII,Individual 63,13.04.99,1.77986,5,With,Build-Up,Let-Down,1,3,NV,NV,Feeding,MMAR,1,0.185956,185.95600000000002,Population E (Community VII),Community VII (Individual 63)
742,Western,Population E,Community VII,Individual 64,15.03.99,2.6571,10,With,Build-Up,Build-Up,1,1,NV,NV,Unk,MPER,6,0.268696,268.69599999999997,Population E (Community VII),Community VII (Individual 64)
742,Western,Population E,Community VII,Individual 64,15.03.99,2.6571,10,With,Build-Up,Build-Up,1,1,NV,NV,Unk,MPER,2,1.015072,1015.072,Population E (Community VII),Community VII (Individual 64)
742,Western,Population E,Community VII,Individual 64,15.03.99,2.6571,10,With,Build-Up,Build-Up,1,1,NV,NV,Unk,MPER,8,0.183949,183.949,Population E (Community VII),Community VII (Individual 64)
742,Western,Population E,Community VII,Individual 64,15.03.99,2.6571,10,With,Build-Up,Build-Up,1,1,NV,NV,Unk,MPER,7,0.089565,89.56500000000001,Population E (Community VII),Community VII (Individual 64)
742,Western,Population E,Community VII,Individual 64,15.03.99,2.6571,10,With,Build-Up,Build-Up,1,1,NV,NV,Unk,MPER,3,0.089565,89.56500000000001,Population E (Community VII),Community VII (Individual 64)
742,Western,Population E,Community VII,Individual 64,15.03.99,2.6571,10,With,Build-Up,Build-Up,1,1,NV,NV,Unk,MPER,9,0.34349,343.49,Population E (Community VII),Community VII (Individual 64)
742,Western,Population E,Community VII,Individual 64,15.03.99,2.6571,10,With,Build-Up,Build-Up,1,1,NV,NV,Unk,MPER,5,0.258744,258.74399999999997,Population E (Community VII),Community VII (Individual 64)
742,Western,Population E,Community VII,Individual 64,15.03.99,2.6571,10,With,Build-Up,Build-Up,1,1,NV,NV,Unk,MPER,4,0.228889,228.889,Population E (Community VII),Community VII (Individual 64)
742,Western,Population E,Community VII,Individual 64,15.03.99,2.6571,10,With,Build-Up,Build-Up,1,1,NV,NV,Unk,MPER,1,0.17913,179.13000000000002,Population E (Community VII),Community VII (Individual 64)
743,Western,Population E,Community VII,Individual 64,15.03.99,2.7044,11,Without,0,0,0,0,NV,NV,Unk,MPER,7,0.268963,268.963,Population E (Community VII),Community VII (Individual 64)
743,Western,Population E,Community VII,Individual 64,15.03.99,2.7044,11,Without,0,0,0,0,NV,NV,Unk,MPER,4,0.490922,490.922,Population E (Community VII),Community VII (Individual 64)
743,Western,Population E,Community VII,Individual 64,15.03.99,2.7044,11,Without,0,0,0,0,NV,NV,Unk,MPER,9,0.343789,343.789,Population E (Community VII),Community VII (Individual 64)
743,Western,Population E,Community VII,Individual 64,15.03.99,2.7044,11,Without,0,0,0,0,NV,NV,Unk,MPER,6,0.236364,236.364,Population E (Community VII),Community VII (Individual 64)
743,Western,Population E,Community VII,Individual 64,15.03.99,2.7044,11,Without,0,0,0,0,NV,NV,Unk,MPER,1,0.067894,67.89399999999999,Population E (Community VII),Community VII (Individual 64)
743,Western,Population E,Community VII,Individual 64,15.03.99,2.7044,11,Without,0,0,0,0,NV,NV,Unk,MPER,3,0.224571,224.571,Population E (Community VII),Community VII (Individual 64)
743,Western,Population E,Community VII,Individual 64,15.03.99,2.7044,11,Without,0,0,0,0,NV,NV,Unk,MPER,8,0.291837,291.837,Population E (Community VII),Community VII (Individual 64)
743,Western,Population E,Community VII,Individual 64,15.03.99,2.7044,11,Without,0,0,0,0,NV,NV,Unk,MPER,5,0.248072,248.07199999999997,Population E (Community VII),Community VII (Individual 64)
743,Western,Population E,Community VII,Individual 64,15.03.99,2.7044,11,Without,0,0,0,0,NV,NV,Unk,MPER,2,0.198458,198.458,Population E (Community VII),Community VII (Individual 64)
743,Western,Population E,Community VII,Individual 64,15.03.99,2.7044,11,Without,0,0,0,0,NV,NV,Unk,MPER,10,0.333527,333.52700000000004,Population E (Community VII),Community VII (Individual 64)
744,Western,Population E,Community VII,Individual 62,14.03.00,0.71734,3,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,MLEO,2,0.490429,490.42900000000003,Population E (Community VII),Community VII (Individual 62)
744,Western,Population E,Community VII,Individual 62,14.03.00,0.71734,3,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,MLEO,1,0.226915,226.915,Population E (Community VII),Community VII (Individual 62)
745,Western,Population E,Community VII,Individual 62,14.03.00,1.54969,7,With,Build-Up,Build-Up,1,1,NV,NV,Unk,MLEO,2,0.111833,111.833,Population E (Community VII),Community VII (Individual 62)
745,Western,Population E,Community VII,Individual 62,14.03.00,1.54969,7,With,Build-Up,Build-Up,1,1,NV,NV,Unk,MLEO,5,0.133135,133.135,Population E (Community VII),Community VII (Individual 62)
745,Western,Population E,Community VII,Individual 62,14.03.00,1.54969,7,With,Build-Up,Build-Up,1,1,NV,NV,Unk,MLEO,4,0.702951,702.951,Population E (Community VII),Community VII (Individual 62)
745,Western,Population E,Community VII,Individual 62,14.03.00,1.54969,7,With,Build-Up,Build-Up,1,1,NV,NV,Unk,MLEO,6,0.41538,415.38000000000005,Population E (Community VII),Community VII (Individual 62)
745,Western,Population E,Community VII,Individual 62,14.03.00,1.54969,7,With,Build-Up,Build-Up,1,1,NV,NV,Unk,MLEO,1,0.111833,111.833,Population E (Community VII),Community VII (Individual 62)
745,Western,Population E,Community VII,Individual 62,14.03.00,1.54969,7,With,Build-Up,Build-Up,1,1,NV,NV,Unk,MLEO,3,0.074555,74.55499999999999,Population E (Community VII),Community VII (Individual 62)
746,Western,Population E,Community VII,Individual 63,27.03.99,2.69043,7,With,Build-Up,Build-Up,1,1,NV,NV,Unk,MMAR,6,0.371094,371.094,Population E (Community VII),Community VII (Individual 63)
746,Western,Population E,Community VII,Individual 63,27.03.99,2.69043,7,With,Build-Up,Build-Up,1,1,NV,NV,Unk,MMAR,5,0.354226,354.226,Population E (Community VII),Community VII (Individual 63)
746,Western,Population E,Community VII,Individual 63,27.03.99,2.69043,7,With,Build-Up,Build-Up,1,1,NV,NV,Unk,MMAR,3,0.295189,295.18899999999996,Population E (Community VII),Community VII (Individual 63)
746,Western,Population E,Community VII,Individual 63,27.03.99,2.69043,7,With,Build-Up,Build-Up,1,1,NV,NV,Unk,MMAR,2,0.396396,396.396,Population E (Community VII),Community VII (Individual 63)
746,Western,Population E,Community VII,Individual 63,27.03.99,2.69043,7,With,Build-Up,Build-Up,1,1,NV,NV,Unk,MMAR,1,0.93617,936.17,Population E (Community VII),Community VII (Individual 63)
746,Western,Population E,Community VII,Individual 63,27.03.99,2.69043,7,With,Build-Up,Build-Up,1,1,NV,NV,Unk,MMAR,4,0.337358,337.358,Population E (Community VII),Community VII (Individual 63)
747,Western,Population E,Community VII,Individual 65,14.03.00,0.42295,5,Without,0,0,0,0,NV,NV,Unk,MURS,4,0.141812,141.81199999999998,Population E (Community VII),Community VII (Individual 65)
747,Western,Population E,Community VII,Individual 65,14.03.00,0.42295,5,Without,0,0,0,0,NV,NV,Unk,MURS,2,0.077126,77.126,Population E (Community VII),Community VII (Individual 65)
747,Western,Population E,Community VII,Individual 65,14.03.00,0.42295,5,Without,0,0,0,0,NV,NV,Unk,MURS,1,0.099517,99.517,Population E (Community VII),Community VII (Individual 65)
747,Western,Population E,Community VII,Individual 65,14.03.00,0.42295,5,Without,0,0,0,0,NV,NV,Unk,MURS,3,0.104493,104.49300000000001,Population E (Community VII),Community VII (Individual 65)
748,Western,Population E,Community VII,Individual 62,02.05.00,0.21441,3,With,Build-Up,Build-Up,1,1,NV,NV,Resting,MLEO,1,0.124848,124.848,Population E (Community VII),Community VII (Individual 62)
748,Western,Population E,Community VII,Individual 62,02.05.00,0.21441,3,With,Build-Up,Build-Up,1,1,NV,NV,Resting,MLEO,2,0.089565,89.56500000000001,Population E (Community VII),Community VII (Individual 62)
749,Western,Population E,Community VII,Individual 62,30.05.00,1.46084,6,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,MLEO,3,0.058024,58.024,Population E (Community VII),Community VII (Individual 62)
749,Western,Population E,Community VII,Individual 62,30.05.00,1.46084,6,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,MLEO,4,0.184312,184.312,Population E (Community VII),Community VII (Individual 62)
749,Western,Population E,Community VII,Individual 62,30.05.00,1.46084,6,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,MLEO,1,0.259402,259.40200000000004,Population E (Community VII),Community VII (Individual 62)
749,Western,Population E,Community VII,Individual 62,30.05.00,1.46084,6,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,MLEO,5,0.645091,645.091,Population E (Community VII),Community VII (Individual 62)
749,Western,Population E,Community VII,Individual 62,30.05.00,1.46084,6,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,MLEO,2,0.314013,314.013,Population E (Community VII),Community VII (Individual 62)
750,Western,Population E,Community VII,Individual 62,07.05.00,0.47863,4,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,MLEO,2,0.211782,211.782,Population E (Community VII),Community VII (Individual 62)
750,Western,Population E,Community VII,Individual 62,07.05.00,0.47863,4,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,MLEO,3,0.186368,186.368,Population E (Community VII),Community VII (Individual 62)
750,Western,Population E,Community VII,Individual 62,07.05.00,0.47863,4,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,MLEO,1,0.080477,80.477,Population E (Community VII),Community VII (Individual 62)
751,Western,Population E,Community VII,Individual 62,07.05.00,0.47863,4,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,MLEO,2,0.211782,211.782,Population E (Community VII),Community VII (Individual 62)
751,Western,Population E,Community VII,Individual 62,07.05.00,0.47863,4,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,MLEO,3,0.186368,186.368,Population E (Community VII),Community VII (Individual 62)
751,Western,Population E,Community VII,Individual 62,07.05.00,0.47863,4,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,MLEO,1,0.080477,80.477,Population E (Community VII),Community VII (Individual 62)
752,Western,Population E,Community VII,Individual 62,15.03.00,0.21865,2,With,Build-Up,Build-Up,1,1,NV,NV,Traveling,MLEO,1,0.218651,218.651,Population E (Community VII),Community VII (Individual 62)
754,Western,Population E,Community VII,Individual 64,15.10.98,2.12822,12,With,Build-Up,after,1,0,NV,NV,Unk,MPER,9,0.275851,275.851,Population E (Community VII),Community VII (Individual 64)
754,Western,Population E,Community VII,Individual 64,15.10.98,2.12822,12,With,Build-Up,after,1,0,NV,NV,Unk,MPER,4,0.211699,211.699,Population E (Community VII),Community VII (Individual 64)
754,Western,Population E,Community VII,Individual 64,15.10.98,2.12822,12,With,Build-Up,after,1,0,NV,NV,Unk,MPER,2,0.102642,102.642,Population E (Community VII),Community VII (Individual 64)
754,Western,Population E,Community VII,Individual 64,15.10.98,2.12822,12,With,Build-Up,after,1,0,NV,NV,Unk,MPER,5,0.102642,102.642,Population E (Community VII),Community VII (Individual 64)
754,Western,Population E,Community VII,Individual 64,15.10.98,2.12822,12,With,Build-Up,after,1,0,NV,NV,Unk,MPER,10,0.137925,137.92499999999998,Population E (Community VII),Community VII (Individual 64)
754,Western,Population E,Community VII,Individual 64,15.10.98,2.12822,12,With,Build-Up,after,1,0,NV,NV,Unk,MPER,7,0.279058,279.058,Population E (Community VII),Community VII (Individual 64)
754,Western,Population E,Community VII,Individual 64,15.10.98,2.12822,12,With,Build-Up,after,1,0,NV,NV,Unk,MPER,8,0.346417,346.417,Population E (Community VII),Community VII (Individual 64)
754,Western,Population E,Community VII,Individual 64,15.10.98,2.12822,12,With,Build-Up,after,1,0,NV,NV,Unk,MPER,1,0.115472,115.47200000000001,Population E (Community VII),Community VII (Individual 64)
754,Western,Population E,Community VII,Individual 64,15.10.98,2.12822,12,With,Build-Up,after,1,0,NV,NV,Unk,MPER,11,0.086604,86.604,Population E (Community VII),Community VII (Individual 64)
754,Western,Population E,Community VII,Individual 64,15.10.98,2.12822,12,With,Build-Up,after,1,0,NV,NV,Unk,MPER,6,0.251794,251.794,Population E (Community VII),Community VII (Individual 64)
