Population,Community,Individual,Pop_com_code,Com_indiv_code,Drumming_bout,Ratio_i,Ratio,Subspecies,Days_before_2024
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),985,10,0.740739847593325,Western,640.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),985,11,0.20588291617993446,Western,640.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),985,12,0.47929024174869045,Western,640.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),987,1,0.5547437693406063,Western,644.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),987,2,0.4485312134164602,Western,644.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),987,3,0.5102031392337045,Western,644.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),987,4,0.3975772238597448,Western,644.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),987,5,0.6532752447149335,Western,644.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),987,6,0.4953072212837838,Western,644.0
Population F,Community XII,Individual 91,Population F (Community XII),Community XII (Individual 91),987,7,0.43703774809613927,Western,644.0
Population E,Community IX,Individual 73,Population E (Community IX),Community IX (Individual 73),988,1,0.29587339406792895,Western,3700.0
Population E,Community IX,Individual 73,Population E (Community IX),Community IX (Individual 73),988,2,0.901761930248725,Western,3700.0
Population E,Community IX,Individual 73,Population E (Community IX),Community IX (Individual 73),988,3,0.1521737058778684,Western,3700.0
Population E,Community IX,Individual 73,Population E (Community IX),Community IX (Individual 73),988,4,0.40837661488181437,Western,3700.0
Population E,Community IX,Individual 73,Population E (Community IX),Community IX (Individual 73),989,1,0.34065881472521836,Western,3376.0
Population E,Community IX,Individual 73,Population E (Community IX),Community IX (Individual 73),989,2,0.7894734100191715,Western,3376.0
Population E,Community IX,Individual 73,Population E (Community IX),Community IX (Individual 73),989,3,0.2909086982499838,Western,3376.0
Population E,Community IX,Individual 73,Population E (Community IX),Community IX (Individual 73),989,4,0.3120005321322349,Western,3376.0
Population E,Community IX,Individual 73,Population E (Community IX),Community IX (Individual 73),989,5,0.46739153823973695,Western,3376.0
Population E,Community IX,Individual 73,Population E (Community IX),Community IX (Individual 73),989,6,0.5764708896372792,Western,3376.0
Population E,Community IX,Individual 73,Population E (Community IX),Community IX (Individual 73),989,7,0.8372074821945684,Western,3376.0
Population E,Community IX,Individual 73,Population E (Community IX),Community IX (Individual 73),989,8,0.05405471511208404,Western,3376.0
Population E,Community IX,Individual 73,Population E (Community IX),Community IX (Individual 73),989,9,0.7852560808006974,Western,3376.0
Population E,Community IX,Individual 73,Population E (Community IX),Community IX (Individual 73),990,1,0.5,Western,3309.0
Population E,Community IX,Individual 73,Population E (Community IX),Community IX (Individual 73),990,2,0.5444452723344013,Western,3309.0
Population E,Community IX,Individual 73,Population E (Community IX),Community IX (Individual 73),990,3,0.4361690743713215,Western,3309.0
Population E,Community IX,Individual 73,Population E (Community IX),Community IX (Individual 73),990,4,0.4862383204521859,Western,3309.0
Population E,Community IX,Individual 73,Population E (Community IX),Community IX (Individual 73),990,5,0.5714297933488436,Western,3309.0
Population E,Community IX,Individual 73,Population E (Community IX),Community IX (Individual 73),990,6,0.4772722942980701,Western,3309.0
Population E,Community IX,Individual 73,Population E (Community IX),Community IX (Individual 73),990,7,0.42990544383426427,Western,3309.0
Population E,Community IX,Individual 73,Population E (Community IX),Community IX (Individual 73),990,8,0.47656375346673086,Western,3309.0
Population E,Community IX,Individual 73,Population E (Community IX),Community IX (Individual 73),990,9,0.5537182067259898,Western,3309.0
Population E,Community IX,Individual 73,Population E (Community IX),Community IX (Individual 73),990,10,0.5625010914552154,Western,3309.0
Population E,Community IX,Individual 73,Population E (Community IX),Community IX (Individual 73),990,11,0.34426133767567774,Western,3309.0
Population E,Community IX,Individual 73,Population E (Community IX),Community IX (Individual 73),990,12,0.5633814041073653,Western,3309.0
Population E,Community IX,Individual 73,Population E (Community IX),Community IX (Individual 73),991,1,0.6499991735127362,Western,3309.0
Population E,Community IX,Individual 73,Population E (Community IX),Community IX (Individual 73),991,2,0.5303045481867361,Western,3309.0
Population E,Community IX,Individual 73,Population E (Community IX),Community IX (Individual 73),991,3,0.4558820550426007,Western,3309.0
Population E,Community IX,Individual 73,Population E (Community IX),Community IX (Individual 73),991,4,0.5617163124126913,Western,3309.0
Population E,Community IX,Individual 73,Population E (Community IX),Community IX (Individual 73),991,5,0.2237942795148714,Western,3309.0
Population E,Community IX,Individual 73,Population E (Community IX),Community IX (Individual 73),991,6,0.7196877741233498,Western,3309.0
Population E,Community IX,Individual 73,Population E (Community IX),Community IX (Individual 73),991,7,0.7090913644560208,Western,3309.0
Population E,Community X,Individual 93,Population E (Community X),Community X (Individual 93),992,1,0.7164179104477612,Western,3679.0
Population E,Community X,Individual 93,Population E (Community X),Community X (Individual 93),992,2,0.23312883435582823,Western,3679.0
Population E,Community X,Individual 93,Population E (Community X),Community X (Individual 93),992,3,0.6377551020408163,Western,3679.0
Population E,Community X,Individual 93,Population E (Community X),Community X (Individual 93),992,4,0.3784209218193367,Western,3679.0
Population E,Community X,Individual 93,Population E (Community X),Community X (Individual 93),992,5,0.37378700790670644,Western,3679.0
Population E,Community X,Individual 93,Population E (Community X),Community X (Individual 93),992,6,0.6335675641365508,Western,3679.0
Population E,Community X,Individual 93,Population E (Community X),Community X (Individual 93),993,1,0.41176338458428335,Western,3660.0
Population E,Community X,Individual 93,Population E (Community X),Community X (Individual 93),993,2,0.37974674366587274,Western,3660.0
Population E,Community X,Individual 93,Population E (Community X),Community X (Individual 93),993,3,0.5004094644789565,Western,3660.0
Population E,Community X,Individual 93,Population E (Community X),Community X (Individual 93),993,4,0.6271777643149565,Western,3660.0
Population E,Community X,Individual 93,Population E (Community X),Community X (Individual 93),993,5,0.22184982641354434,Western,3660.0
Population E,Community X,Individual 93,Population E (Community X),Community X (Individual 93),993,6,0.5862068397957739,Western,3660.0
Population E,Community X,Individual 93,Population E (Community X),Community X (Individual 93),993,7,0.8181812264663669,Western,3660.0
Population E,Community X,Individual 93,Population E (Community X),Community X (Individual 93),993,8,0.16842168729180168,Western,3660.0
Population E,Community X,Individual 93,Population E (Community X),Community X (Individual 93),993,9,0.5257533306649894,Western,3660.0
Population E,Community X,Individual 93,Population E (Community X),Community X (Individual 93),993,10,0.4292812446625157,Western,3660.0
Population E,Community X,Individual 93,Population E (Community X),Community X (Individual 93),993,11,0.8185583846781975,Western,3660.0
Population E,Community X,Individual 93,Population E (Community X),Community X (Individual 93),993,12,0.3962261092288489,Western,3660.0
Population E,Community X,Individual 93,Population E (Community X),Community X (Individual 93),993,13,0.3047606319142901,Western,3660.0
Population E,Community X,Individual 94,Population E (Community X),Community X (Individual 94),994,1,0.6666639994238756,Western,3648.0
Population E,Community X,Individual 94,Population E (Community X),Community X (Individual 94),994,2,0.1831000153836011,Western,3648.0
Population E,Community X,Individual 94,Population E (Community X),Community X (Individual 94),994,3,0.7930981510008832,Western,3648.0
Population E,Community X,Individual 94,Population E (Community X),Community X (Individual 94),994,4,0.45850946126131237,Western,3648.0
Population E,Community X,Individual 94,Population E (Community X),Community X (Individual 94),994,5,0.055205692083722994,Western,3648.0
Population E,Community X,Individual 94,Population E (Community X),Community X (Individual 94),994,6,0.8220864711325271,Western,3648.0
Population E,Community X,Individual 94,Population E (Community X),Community X (Individual 94),994,7,0.6540956152444046,Western,3648.0
Population E,Community X,Individual 94,Population E (Community X),Community X (Individual 94),994,8,0.6481486832448177,Western,3648.0
Population E,Community X,Individual 94,Population E (Community X),Community X (Individual 94),994,9,0.3220319260348457,Western,3648.0
Population E,Community X,Individual 94,Population E (Community X),Community X (Individual 94),994,10,0.5970153424810665,Western,3648.0
Population E,Community X,Individual 94,Population E (Community X),Community X (Individual 94),995,1,0.373627442544324,Western,3284.0
Population E,Community X,Individual 94,Population E (Community X),Community X (Individual 94),995,2,0.7037029253530598,Western,3284.0
Population E,Community X,Individual 94,Population E (Community X),Community X (Individual 94),995,3,0.3037975229049413,Western,3284.0
Population E,Community X,Individual 94,Population E (Community X),Community X (Individual 94),995,4,0.733332728089806,Western,3284.0
Population E,Community X,Individual 94,Population E (Community X),Community X (Individual 94),995,5,0.28169189679065154,Western,3284.0
Population E,Community X,Individual 94,Population E (Community X),Community X (Individual 94),995,6,0.645568747441229,Western,3284.0
