Population,Community,Individual,Pop_com_code,Com_indiv_code,Drumming_bout,Ratio_i,Ratio,Subspecies,Days_before_2024
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),800,4,0.4824562767888687,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),800,5,0.48760365180947113,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),800,6,0.3099999366731893,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),800,7,0.8363635526257209,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),800,8,0.4218746289450562,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),800,9,0.3925588295367813,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),801,1,0.4897951507732707,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),801,2,0.5434797652912188,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),801,3,0.34999944151550355,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),801,4,0.5270268434494375,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),801,5,0.5645156059991894,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),801,6,0.4426240314655255,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),801,7,0.5151514382252369,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),801,8,0.5245893084231256,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),801,9,0.200000231096588,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),801,10,0.8592595994057732,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),801,11,0.35849044674582403,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),801,12,0.5862063984978696,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),801,13,0.5581401691817944,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),801,14,0.1899995643825793,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),801,15,0.6136361328581148,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),802,1,0.5510535674944135,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),802,2,0.2551013564869046,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),802,3,0.22600620874935817,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),802,4,0.8928574781784097,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),802,5,0.3296692185468728,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),802,6,0.7011497726139574,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),802,7,0.3513508712720038,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),802,8,0.5161291842359427,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),802,9,0.44859094641578,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),803,1,0.6428574790881147,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),803,2,0.5555547419600493,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),803,3,0.24000015816278114,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),803,4,0.20652141211662767,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),803,5,0.780748374764633,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),803,6,0.5540543789857841,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),803,7,0.4925374455578769,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),803,8,0.35789502162249903,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),804,1,0.5604389123760167,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),805,1,0.49206364230073923,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),805,2,0.2990651601487942,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),805,3,0.5395686539472132,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),805,4,0.5079363576992608,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),806,1,0.43749984554438803,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),806,2,0.2250000617822448,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),806,3,0.9171599986663804,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),807,1,0.5503520728851272,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),807,2,0.5,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),807,3,0.39655101311412316,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),807,4,0.15555577210477872,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),807,5,0.75999987243281,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),807,6,0.7594943735176869,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),807,7,0.2538433884132458,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),808,1,0.6296293861451229,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),808,2,0.3571426307398263,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),808,3,0.46153828648930334,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),808,4,0.37168169394615314,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),808,5,0.8452388750715811,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),808,6,0.17105161746880324,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),808,7,0.5943394330725539,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),808,8,0.4432997425335648,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),808,9,0.5294110481546964,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),808,10,0.5647059560552462,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),808,11,0.5211275,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),808,12,0.6415096235318546,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),808,13,0.3333322953224114,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),808,14,0.38775576738819767,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),809,1,0.7103824713233671,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),809,2,0.10353805692855055,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),810,1,0.6410254858042255,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),810,2,0.39999999999999997,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),810,3,0.30000050591157673,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),810,4,0.7656249711801476,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),810,5,0.326087179671421,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),810,6,0.46969699679665466,Western,9079.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),811,1,0.2857139867530266,Western,9078.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),811,2,0.5,Western,9078.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),812,1,0.46210654276085805,Western,9046.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),812,2,0.47826067976846315,Western,9046.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),812,3,0.488372454124804,Western,9046.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),812,4,0.5176469323649329,Western,9046.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),812,5,0.31178702753548837,Western,9046.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),812,6,0.7182538443002615,Western,9046.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),812,7,0.4386805971704749,Western,9046.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),813,1,0.5473068158276363,Western,9046.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),813,2,0.482379723782061,Western,9046.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),814,1,0.329669945123406,Western,9046.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),814,2,0.6069653269935947,Western,9046.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),814,3,0.7523807423173845,Western,9046.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),815,1,0.3312152338548398,Western,9046.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),815,2,0.6473436320387871,Western,9046.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),815,3,0.5840705601457699,Western,9046.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),815,4,0.45631089711554035,Western,9046.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),815,5,0.4628100749607593,Western,9046.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),815,6,0.551553006455422,Western,9046.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),816,1,0.3382358612613813,Western,9043.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),816,2,0.21428579537649559,Western,9043.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),816,3,0.6346150143089917,Western,9043.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),817,1,0.2493813560433419,Western,9043.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),817,2,0.838383792858672,Western,9043.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),818,1,0.2521741909944112,Western,9066.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),818,2,0.6991865433090687,Western,9066.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),818,3,0.5967751498180293,Western,9066.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),818,4,0.46296213872605363,Western,9066.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),818,5,0.5178568723585815,Western,9066.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),819,1,0.5784318244116855,Western,9066.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),819,2,0.4886364594902364,Western,9066.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),819,3,0.5555558949670703,Western,9066.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),819,4,0.4615387055535641,Western,9066.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),819,5,0.591547626930221,Western,9066.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),819,6,0.40845237306977894,Western,9066.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),819,7,0.5,Western,9066.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),819,8,0.5121950483547322,Western,9066.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),819,9,0.4651151416109468,Western,9066.0
Population E,Community VIII,Individual 67,Population E (Community VIII),Community VIII (Individual 67),820,1,0.5509161272894137,Western,9058.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),825,1,0.3114033545483315,Western,3732.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),825,2,0.6085267704546161,Western,3732.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),826,1,0.6085109191763374,Western,3732.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),826,2,0.46464643533818656,Western,3732.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),826,3,0.410852264376979,Western,3732.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),827,1,0.6142497628258659,Western,3721.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),827,2,0.3238103412922085,Western,3721.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),827,3,0.581966304816236,Western,3721.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),827,4,0.40476228322550906,Western,3721.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),828,1,0.5504589646674128,Western,3721.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),829,1,0.6090902294124074,Western,3721.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),829,2,0.3049640617008103,Western,3721.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),829,3,0.5297297851822976,Western,3721.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),829,4,0.4915257266215849,Western,3721.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),829,5,0.5732493059277198,Western,3721.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),829,6,0.46527811337167163,Western,3721.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),830,1,0.3488378067657052,Western,3720.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),830,2,0.31111029280896535,Western,3720.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),831,1,0.80392223932501,Western,3720.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),831,2,0.23809490844899792,Western,3720.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),831,3,0.6906481591877459,Western,3720.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),832,1,0.42458069898138395,Western,3719.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),832,2,0.7006806585379708,Western,3719.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),832,3,0.26993789231654725,Western,3719.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),832,4,0.7391296388953297,Western,3719.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),832,5,0.2658239653800239,Western,3719.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),832,6,0.6516860753904742,Western,3719.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),833,1,0.5822793446372471,Western,3717.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),833,2,0.559321370309951,Western,3717.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),833,3,0.34666598223910483,Western,3717.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),834,1,0.5463909593052274,Western,3717.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),834,2,0.6984124442850556,Western,3717.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),834,3,0.1666669615887571,Western,3717.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),834,4,0.6834530390348464,Western,3717.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),834,5,0.47826172757212837,Western,3717.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),834,6,0.571428228355155,Western,3717.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),835,1,0.5813942455278653,Western,3717.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),835,2,0.3195268414987187,Western,3717.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),835,3,0.4693879950040409,Western,3717.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),835,4,0.6842108254874728,Western,3717.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),835,5,0.4838709677419355,Western,3717.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),835,6,0.38554175061319823,Western,3717.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),837,1,0.3437506645966696,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),837,2,0.5316454605756226,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),837,3,0.5036048080574793,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),837,4,0.6105855231425392,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),837,5,0.32954508931728044,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),837,6,0.6413039802509215,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),837,7,0.33333333333333337,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),837,8,0.67347003564265,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),837,9,0.2480618285463714,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),837,10,0.7348486309397545,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),837,11,0.3271022108501887,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),837,12,0.2566527906181916,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),837,13,0.7842986872491589,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),837,14,0.3801655061736728,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),838,1,0.5708318095618702,Western,3707.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),839,1,0.53977278252273,Western,3707.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),839,2,0.41538407529086857,Western,3707.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),839,3,0.5022027317391905,Western,3707.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),839,4,0.6277782883873646,Western,3707.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),840,1,0.5647054076108887,Western,3707.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),840,2,0.16704309524082633,Western,3707.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),840,3,0.8292136063184182,Western,3707.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),840,4,0.4342853160620408,Western,3707.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),840,5,0.5469617680252896,Western,3707.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),840,6,0.6029405445798888,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),841,1,0.7553967392754538,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),841,2,0.2733444325721244,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),841,3,0.5382500082828082,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),841,4,0.3840005143151037,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),841,5,0.5969000296647878,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),841,6,0.39393921823858713,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),841,7,0.6249988788801957,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),841,8,0.3664128158164562,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),841,9,0.6535432121829369,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),841,10,0.44000030614041136,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),841,11,0.5090902765698382,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),841,12,0.38571526192786565,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),841,13,0.6142847380721344,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),841,14,0.11966361356773308,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),841,15,0.8053014623974879,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),841,16,0.6344530699015923,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),841,17,0.43718671963334477,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),841,18,0.44979861458431486,Western,3707.0
Population E,Community IX,Individual 71,Population E (Community IX),Community IX (Individual 71),841,19,0.6227275213301247,Western,3707.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),844,1,0.5702477094122335,Western,3702.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),844,2,0.37956190760504516,Western,3702.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),844,3,0.5483867927862133,Western,3702.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),844,4,0.3365384784192555,Western,3702.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),844,5,0.5679012160155804,Western,3702.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),844,6,0.644172026533863,Western,3702.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),844,7,0.3020831550298694,Western,3702.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),845,1,0.5726112268333067,Western,3702.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),845,2,0.7385620713949488,Western,3702.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),845,3,0.26315838370825484,Western,3702.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),845,4,0.4933913122817495,Western,3702.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),845,5,0.5227280993981253,Western,3702.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),845,6,0.517241459269067,Western,3702.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),845,7,0.4734295232572682,Western,3702.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),845,8,0.49681821107511426,Western,3702.0
Population E,Community IX,Individual 73,Population E (Community IX),Community IX (Individual 73),847,1,0.275862648093321,Western,3700.0
Population E,Community IX,Individual 73,Population E (Community IX),Community IX (Individual 73),847,2,0.9230757467787664,Western,3700.0
Population E,Community IX,Individual 73,Population E (Community IX),Community IX (Individual 73),847,3,0.12612829462029126,Western,3700.0
Population E,Community IX,Individual 72,Population E (Community IX),Community IX (Individual 72),848,1,0.8141016398170117,Western,3699.0
Population E,Community IX,Individual 72,Population E (Community IX),Community IX (Individual 72),848,2,0.2265639976995335,Western,3699.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),849,1,0.7631591370438559,Western,3696.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),849,2,0.34177107400952583,Western,3696.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),849,3,0.23744276341117782,Western,3696.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),849,4,0.9329596901283532,Western,3696.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),849,5,0.09836234308085358,Western,3696.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),849,6,0.5213268832653893,Western,3696.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),849,7,0.731884787999129,Western,3696.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),850,1,0.575342244085569,Western,3696.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),851,1,0.751716956601032,Western,3696.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),851,2,0.42381997738469906,Western,3696.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),851,3,0.28686309116089775,Western,3696.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),852,1,0.5846985116828539,Western,3695.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),852,2,0.20266703209983886,Western,3695.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),852,3,0.671910303858581,Western,3695.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),852,4,0.6886795133914317,Western,3695.0
Population E,Community IX,Individual 69,Population E (Community IX),Community IX (Individual 69),852,5,0.4399999054911977,Western,3695.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),855,1,0.7849470167546303,Western,3695.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),855,2,0.43478177678281005,Western,3695.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),855,3,0.09154911389920507,Western,3695.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),855,4,0.886597470421882,Western,3695.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),855,5,0.5238108543593469,Western,3695.0
Population E,Community IX,Individual 70,Population E (Community IX),Community IX (Individual 70),855,6,0.46874971348937844,Western,3695.0
