Drumming_bout,Subspecies,Population,Community,Individual,Pop_com_code,Com_indiv_code,Date,File_Name_hidden,With_Ph,Start_Ph,End_Ph,Start_Ph_N,End_Ph_N,Note_Ph,Context_Before,Context_After,Context,Tree_Species,DBH,Com_indiv,Total_bout_duration,Summed_Total_bout_duration,N_beats,Bout_cv,Bout_npvi,Bout_entropy,Interbeat 1,Interbeat 2,Interbeat 3,Interbeat 4,Interbeat 5,Interbeat 6,Interbeat 7,Interbeat 8,Interbeat 9,Interbeat 10,Interbeat 11,Interbeat 12,Interbeat 13,Interbeat 14,Interbeat 15,Interbeat 16,Interbeat 17,Interbeat 18,Interbeat 19,Interbeat 20,Interbeat 21,Interbeat 22,Interbeat 23,Interbeat 24,Interbeat 25,Interbeat 26,Interbeat 27
851,WAC,Tai,E,Male H,Tai (E),E (ATH),18.11.13,File 156,With,Build-Up,Build-Up,1,1,NV,NV,NV,Resting,NV,NV,E_ATH,1.84995,1.84995,5,0.46880209043265575,36.06892587036234,2,0.638888,0.211017,0.286876,0.713169,,,,,,,,,,,,,,,,,,,,,,,
852,WAC,Tai,E,Male H,Tai (E),E (ATH),19.11.13,File 157,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV,E_ATH,2.19521,2.19521,7,0.6175558772040826,22.49678685450953,1.5268037744276668,0.301912,0.214443,0.843662,0.411955,0.186226,0.237015,,,,,,,,,,,,,,,,,,,,,
855,WAC,Tai,E,Male I,Tai (E),E (FRE),19.11.13,File 159,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,E_FRE,1.70764,1.70764,9,1.2038145017521573,37.81825549699321,1.5549511023971747,0.248818,0.068169,0.08862,0.879385,0.11248,0.102254,0.115888,0.092029,,,,,,,,,,,,,,,,,,,
856,WAC,Tai,E,Male K,Tai (E),E (RIC),27.11.13,File 160,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,E_RIC,1.02559,1.02559,7,0.44591267494963094,29.309552492447857,0,0.104193,0.098064,0.157311,0.118494,0.296235,0.251289,,,,,,,,,,,,,,,,,,,,,
859,WAC,Tai,E,Male H,Tai (E),E (ATH),28.11.13,File 163,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV,E_ATH,1.4874,1.4874,9,0.46168901308822197,40.974175488537654,0,0.215103,0.094898,0.057361,0.259293,0.312755,0.16306,0.267312,0.117617,,,,,,,,,,,,,,,,,,,
860,WAC,Tai,E,Male I,Tai (E),E (FRE),05.11.13,File 164,With,after,after,0,0,NV,NV,NV,Traveling,NV,NV,E_FRE,1.10737,1.10736,5,0.45837199992796335,18.556738975976003,1.4338343733773984,0.274153,0.19352,0.155891,0.4838,,,,,,,,,,,,,,,,,,,,,,,
861,WAC,Tai,E,Male J,Tai (E),E (WIL),07.11.13,File 165,With,Climax,after,2,0,NV,NV,NV,Traveling,NV,NV,E_WIL,4.62335,4.62335,22,0.6143993811413416,34.52791516873488,1.5499070752065702,0.095323,0.185629,0.180612,0.205697,0.185629,0.110374,0.040136,0.15051,0.15051,0.290985,0.220747,0.145493,0.185629,0.155527,0.381291,0.341155,0.245832,0.708823,0.289455,0.230781,0.123214,,,,,,
862,WAC,Tai,E,Male I,Tai (E),E (FRE),13.01.14,File 166,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,E_FRE,1.53089,1.53089,13,0.46940913846726007,21.137237514284376,0,0.125277,0.125277,0.130288,0.120266,0.102727,0.055122,0.092705,0.150333,0.092705,0.192927,0.057627,0.285632,,,,,,,,,,,,,,,
865,WAC,Tai,E,Male I,Tai (E),E (FRE),19.02.14,File 169,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,E_FRE,0.98599,0.98599,10,0.3095854679762294,22.21040904528071,0,0.167665,0.076911,0.061528,0.081525,0.147668,0.121519,0.081525,0.127672,0.11998,,,,,,,,,,,,,,,,,,
866,WAC,Tai,E,Male K,Tai (E),E (RIC),20.02.14,File 170,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,E_RIC,0.42159,0.42159,3,0.026369158734413187,2.6369158734413185,0,0.205237,0.216354,,,,,,,,,,,,,,,,,,,,,,,,,
870,WAC,Tai,E,Male J,Tai (E),E (WIL),02.04.14,File 174,With,after,after,0,0,NV,NV,NV,Traveling,NV,NV,E_WIL,1.31354,1.31354,10,0.33745742152020064,26.59719045783635,0,0.070259,0.140518,0.076369,0.189394,0.134409,0.204668,0.12219,0.216887,0.158847,,,,,,,,,,,,,,,,,,
871,WAC,Tai,E,Male J,Tai (E),E (WIL),02.04.14,File 175,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV,E_WIL,1.16453,1.16453,11,0.43027867885662546,24.598714802783928,0,0.128684,0.050059,0.081804,0.062268,0.097676,0.194131,0.199015,0.148956,0.072036,0.129905,,,,,,,,,,,,,,,,,
872,WAC,Tai,E,Male J,Tai (E),E (WIL),02.04.14,File 176,With,after,after,0,0,NV,NV,NV,Traveling,NV,NV,E_WIL,2.67403,2.67403,12,0.9008698882556173,26.15059953135048,3.026160224303905,0.169533,0.121095,0.141277,0.145314,0.131859,0.766631,0.270588,0.618487,0.08868,0.115966,0.104597,,,,,,,,,,,,,,,,
874,WAC,Tai,E,Male I,Tai (E),E (FRE),02.04.14,File 178,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,E_FRE,0.55955,0.55955,5,0.2516242334361236,16.258480114232555,0,0.195057,0.101661,0.143813,0.119018,,,,,,,,,,,,,,,,,,,,,,,
876,WAC,Tai,E,Male M,Tai (E),E (REP),18.01.20,File 180,With,Climax,after,2,0,NV,NV,NV,Resting,NV,NV,E_REP,1.83806,1.83806,10,0.6563611483219277,22.97361578345497,1.5605694548611453,0.170214,0.046386,0.213644,0.055715,0.204288,0.526197,0.287861,0.161628,0.172127,,,,,,,,,,,,,,,,,,
877,WAC,Tai,E,Male M,Tai (E),E (REP),18.01.20,File 181,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV,E_REP,1.44939,1.44939,10,0.4503458493834644,33.50675343631777,0,0.24286,0.048572,0.10103,0.122401,0.136002,0.184574,0.303089,0.182631,0.12823,,,,,,,,,,,,,,,,,,
878,WAC,Tai,E,Male M,Tai (E),E (REP),18.01.20,File 182,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV,E_REP,0.92383,0.92383,4,0.7529024697576494,70.83453321569283,1.3082708345352603,0.061461,0.618448,0.243922,,,,,,,,,,,,,,,,,,,,,,,,
879,WAC,Tai,E,Male L,Tai (E),E (POS),19.01.20,File 183,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,E_POS,0.38965,0.38965,5,0.6463368989299769,47.21359966842841,0,0.026642,0.052175,0.123222,0.187608,,,,,,,,,,,,,,,,,,,,,,,
882,WAC,Tai,E,Male J,Tai (E),E (WIL),19.01.20,File 186,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV,E_WIL,1.80675,1.80675,13,0.23918010123139802,18.685998974551698,0,0.149622,0.10163,0.16656,0.169383,0.206083,0.16656,0.183498,0.06493,0.146799,0.169383,0.12986,0.152445,,,,,,,,,,,,,,,
885,WAC,Tai,E,Male J,Tai (E),E (WIL),19.01.20,File 189,With,Build-Up,Let-Down,1,3,NV,NV,NV,Traveling,NV,NV,E_WIL,3.48086,3.48086,17,0.5498802791475074,28.01569060609335,1.5593509992552081,0.326251,0.171526,0.21532,0.135031,0.302908,0.127732,0.251815,0.186124,0.178825,0.295609,0.102186,0.138681,0.197073,0.583919,0.047443,0.220416,,,,,,,,,,,
886,WAC,Tai,E,Male K,Tai (E),E (RIC),19.01.20,File 190,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,E_RIC,0.52799,0.52799,6,0.3876950409911764,33.246637546571215,0,0.076266,0.058666,0.164264,0.085065,0.143731,,,,,,,,,,,,,,,,,,,,,,
887,WAC,Tai,E,Male K,Tai (E),E (RIC),19.01.20,File 191,Without,0,0,0,0,NV,NV,NV,Traveling,NV,NV,E_RIC,0.43892,0.43892,3,0.18333451046776278,18.33345104677628,0,0.259694,0.179225,,,,,,,,,,,,,,,,,,,,,,,,,
888,WAC,Tai,E,Male K,Tai (E),E (RIC),19.01.20,File 192,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,E_RIC,1.56665,1.56665,9,0.9615338323900177,39.100740861416675,1.5549511023971747,0.079324,0.042967,0.109071,0.188395,0.677559,0.1917,0.122291,0.155343,,,,,,,,,,,,,,,,,,,
890,WAC,Tai,E,Male J,Tai (E),E (WIL),02.02.20,File 194,With,Build-Up,Let-Down,1,0,NV,NV,NV,Traveling,NV,NV,E_WIL,1.69166,1.69166,8,0.7936963019600112,24.910956061901807,1.544783155738533,0.165545,0.131919,0.165545,0.708739,0.139679,0.193998,0.186238,,,,,,,,,,,,,,,,,,,,
891,WAC,Tai,E,Male J,Tai (E),E (WIL),02.02.20,File 195,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV,E_WIL,1.66758,1.66758,10,0.27667287384661876,19.650297532895763,0,0.077621,0.234281,0.174837,0.157353,0.180082,0.185327,0.222043,0.269249,0.166788,,,,,,,,,,,,,,,,,,
892,WAC,Tai,E,Male J,Tai (E),E (WIL),02.02.20,File 196,With,after,after,0,0,NV,NV,NV,Traveling,NV,NV,E_WIL,1.39519,1.39519,9,0.5330354368906358,23.956570017913723,0,0.107707,0.177842,0.393759,0.070213,0.207714,0.178459,0.112634,0.146857,,,,,,,,,,,,,,,,,,,
893,WAC,Tai,E,Male J,Tai (E),E (WIL),02.02.20,File 197,With,roar,after,1,0,"ph-roar, no climax",NV,NV,Traveling,NV,NV,E_WIL,0.55104,0.55104,5,0.28361968107731705,29.585251206351746,0,0.159103,0.110596,0.091193,0.190147,,,,,,,,,,,,,,,,,,,,,,,
895,WAC,Tai,E,Male J,Tai (E),E (WIL),02.02.20,File 199,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV,E_WIL,2.41357,2.41357,10,0.8341128788817899,28.24164082074678,1.5605694548611453,0.188842,0.147946,0.126295,0.116673,0.156366,0.869669,0.250971,0.201944,0.354861,,,,,,,,,,,,,,,,,,
896,WAC,Tai,E,Male K,Tai (E),E (RIC),02.02.20,File 200,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,E_RIC,0.45065,0.45065,4,0.19263317843696345,11.636251002914966,0,0.144765,0.188064,0.117816,,,,,,,,,,,,,,,,,,,,,,,,
897,WAC,Tai,E,Male J,Tai (E),E (WIL),03.02.20,File 201,With,Climax,after,2,0,NV,NV,NV,Traveling,NV,NV,E_WIL,1.93544,1.93544,11,0.7494831185595106,33.37055566838947,1.563417866393641,0.159859,0.03711,0.151295,0.062802,0.202678,0.142731,0.11704,0.239788,0.236934,0.585198,,,,,,,,,,,,,,,,,
898,WAC,Tai,E,Male M,Tai (E),E (REP),03.02.20,File 202,With,Climax,after,2,0,NV,NV,NV,Traveling,NV,NV,E_REP,1.15475,1.15475,7,0.3537035529197562,25.75668549463195,0,0.104161,0.201139,0.172404,0.12212,0.269382,0.285545,,,,,,,,,,,,,,,,,,,,,
899,WAC,Tai,E,Male J,Tai (E),E (WIL),03.02.20,File 203,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV,E_WIL,1.36411,1.36411,8,0.38917679191285104,31.727727901314534,0,0.080417,0.29772,0.25924,0.14892,0.184661,0.268056,0.125093,,,,,,,,,,,,,,,,,,,,
901,WAC,Tai,E,Male J,Tai (E),E (WIL),03.02.20,File 205,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,E_WIL,1.09884,1.09884,6,0.299815445,24.60609708,0,0.224909,0.276316,0.092105,0.250612,0.254896,,,,,,,,,,,,,,,,,,,,,,
902,WAC,Tai,E,Male M,Tai (E),E (REP),10.02.20,File 206,With,after,after,0,0,NV,NV,NV,Traveling,NV,NV,E_REP,1.07301,1.07301,10,0.4915682686925428,29.742215140507593,0,0.142016,0.183438,0.045366,0.075124,0.037306,0.18541,0.086788,0.116374,0.20119,,,,,,,,,,,,,,,,,,
903,WAC,Tai,E,Male J,Tai (E),E (WIL),15.02.20,File 207,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV,E_WIL,3.29207,3.29207,14,1.5151459305395605,29.939795090863893,1.563781463585528,0.190157,0.196291,0.237185,0.075654,0.094056,0.141084,0.10019,1.571724,0.095563,0.16788,0.136887,0.192417,0.09298,,,,,,,,,,,,,,
905,WAC,Tai,E,Male J,Tai (E),E (WIL),15.02.20,File 209,With,after,after,0,0,NV,NV,NV,Traveling,NV,NV,E_WIL,0.31346,0.31346,4,0.20290865903418348,19.278784734947042,0,0.082058,0.132934,0.09847,,,,,,,,,,,,,,,,,,,,,,,,
906,WAC,Tai,E,Male J,Tai (E),E (WIL),15.02.20,File 210,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV,E_WIL,1.99971,1.99971,13,0.6142758312346948,30.257684150690718,0,0.201154,0.139033,0.127201,0.221862,0.174531,0.136075,0.065079,0.127201,0.150866,0.17576,0.022436,0.458514,,,,,,,,,,,,,,,
907,WAC,Tai,E,Male J,Tai (E),E (WIL),15.02.20,File 211,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV,E_WIL,3.53916,3.53916,15,0.7132553821283636,27.890353585355545,1.5625731702820085,0.206339,0.10317,0.165968,0.282595,0.188397,0.394736,0.784986,0.192882,0.130083,0.17494,0.251195,0.062799,0.457534,0.14354,,,,,,,,,,,,,
908,WAC,Tai,E,Male J,Tai (E),E (WIL),15.02.20,File 212,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV,E_WIL,2.48516,2.4852,14,0.6751416848437545,22.758083242967217,1.5637814635855283,0.073435,0.18552,0.16215,0.13932,0.127545,0.181655,0.10049,0.17006,0.614535,0.20098,0.112085,0.21644,0.20098,,,,,,,,,,,,,,
917,WAC,Tai,S,Male R,Tai (S),S (JAC),17.01.20,File 221,With,after,after,0,0,NV,NV,NV,Traveling,NV,NV,S_JAC,0.76766,0.76766,7,0.30017968069792267,21.444781135994507,2.616541669070521,0.134781,0.056647,0.154314,0.164081,0.09962,0.158221,,,,,,,,,,,,,,,,,,,,,
919,WAC,Tai,S,Male R,Tai (S),S (JAC),22.01.20,File 223,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,S_JAC,0.53497,0.53497,3,0.28716831942276594,28.716831942276595,1,0.344295,0.19067,,,,,,,,,,,,,,,,,,,,,,,,,
921,WAC,Tai,S,Male R,Tai (S),S (JAC),24.01.20,File 225,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,S_JAC,0.6007,0.6007,5,0.4490145953312682,31.81298263,1.4338343733773984,0.047738,0.234712,0.173051,0.145203,,,,,,,,,,,,,,,,,,,,,,,
926,WAC,Tai,S,Male S,Tai (S),S (OSC),27.01.20,File 230,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV,S_OSC,1.48833,1.48833,14,0.34042329369218977,19.331871634358766,0,0.097519,0.092876,0.118417,0.132348,0.08591,0.062691,0.081266,0.081266,0.153245,0.192717,0.076622,0.143957,0.169498,,,,,,,,,,,,,,
927,WAC,Tai,S,Male S,Tai (S),S (OSC),27.01.20,File 231,With,Build-Up,after,1,0,"bu, cl, bu, cl, multiple sets of drumming",NV,NV,Traveling,NV,NV,S_OSC,4.70626,4.70626,27,1.480927001014105,35.689559517710755,3.1275629271710557,0.150334,0.232775,0.167307,0.058194,0.093079,0.047556,0.09214,0.053344,0.058194,0.133361,0.033946,0.220651,0.089715,0.084866,0.106689,0.04607,1.183776,0.064416,0.123266,0.16621,0.080321,0.994517,0.12688,0.11224,0.100528,0.085888,
931,WAC,Tai,S,Male S,Tai (S),S (OSC),30.01.20,File 235,With,Build-Up,Climax,1,2,"less clear division, but again two phases, second starts during second climax call",NV,NV,Resting,NV,NV,S_OSC,2.73034,2.73034,16,0.9141397389303988,53.57338507404723,1.5610588407725163,0.080227,0.203652,0.046285,0.15531,0.041142,0.702735,0.101852,0.23564,0.035389,0.167451,0.034016,0.377972,0.214242,0.195082,0.139345,,,,,,,,,,,,
932,WAC,Tai,S,Male S,Tai (S),S (OSC),31.01.20,File 236,With,Build-Up,Climax,1,2,"long ph: bu, cl, bu, cl",NV,NV,Traveling,NV,NV,S_OSC,0.48635,0.48635,5,0.28825804856754456,14.205178892679868,0,0.145178,0.119772,0.06533,0.156067,,,,,,,,,,,,,,,,,,,,,,,
933,WAC,Tai,S,Male S,Tai (S),S (OSC),31.01.20,File 236,With,Build-Up,Build-Up,1,1,this one and previous form 1 panthoot call,NV,NV,Traveling,NV,NV,S_OSC,0.65009,0.65009,5,0.41211125923048214,29.19039392368882,0,0.104227,0.273815,0.155457,0.116592,,,,,,,,,,,,,,,,,,,,,,,
935,WAC,Tai,S,Male S,Tai (S),S (OSC),06.02.20,File 238,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,S_OSC,0.61806,0.61806,7,0.21969251554151453,16.291428060559035,0,0.081471,0.137658,0.112374,0.092708,0.073043,0.120802,,,,,,,,,,,,,,,,,,,,,
936,WAC,Tai,S,Male S,Tai (S),S (OSC),09.02.20,File 239,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,S_OSC,0.59753,0.59753,7,0.37038648896847665,24.817505826533402,0,0.1385,0.057379,0.148393,0.071229,0.118714,0.063314,,,,,,,,,,,,,,,,,,,,,
937,WAC,Tai,S,Male S,Tai (S),S (OSC),09.02.20,File 240,With,Build-Up,Climax,1,2,"bu, cl, pause, cl, second part bout during pause",NV,NV,Traveling,NV,NV,S_OSC,1.88836,1.88836,8,1.2855959581680687,46.08354589305469,1.544783155738533,0.218268,0.210541,0.106236,0.083058,1.107822,0.100414,0.06202,,,,,,,,,,,,,,,,,,,,
938,WAC,Tai,S,Male S,Tai (S),S (OSC),09.02.20,File 241,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,S_OSC,0.97467,0.97467,8,0.5161836075099456,41.42996916054764,0,0.173904,0.154582,0.031976,0.183271,0.024766,0.206387,0.199782,,,,,,,,,,,,,,,,,,,,
939,WAC,Tai,S,Male S,Tai (S),S (OSC),09.02.20,File 242,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,S_OSC,0.54108,0.54107,7,0.255988176,14.190947440674702,0,0.057972,0.085578,0.09478,0.091099,0.134349,0.077296,,,,,,,,,,,,,,,,,,,,,
947,WAC,Nimba,Tongbongbon,Male 1B,Nimba (Tongbongbon),Tongbongbon (Male 1B),13.12.12,"Chimps_13.12.2012, 10.47; Kointon.AVI",With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,Tongbongbon_Male 1B,1.00278,1.00278,5,0.058524003,3.466039227120326,0,0.245082,0.275016,0.246953,0.235728,,,,,,,,,,,,,,,,,,,,,,,
948,WAC,Nimba,Tongbongbon,Male 1B,Nimba (Tongbongbon),Tongbongbon (Male 1B),03.02.12,"Chimps_3.2.2012, 7.34, Kointon.AVI",With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,Tongbongbon_Male 1B,1.10949,1.10949,8,0.36746331162657414,32.08337871526773,3.4170300778499563,0.215863,0.111413,0.155514,0.192652,0.04178,0.178725,0.213542,,,,,,,,,,,,,,,,,,,,
949,WAC,Nimba,Tongbongbon,Male 1E,Nimba (Tongbongbon),Tongbongbon (Male 1E),24.09.13,"Chimps_24.9.2013, 7.14; Kointon #1.AVI",With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,Tongbongbon_Male 1E,0.29803,0.29803,3,0.13043361552063723,13.043361552063724,0,0.168451,0.129578,,,,,,,,,,,,,,,,,,,,,,,,,
950,WAC,Nimba,Tongbongbon,Male 1B,Nimba (Tongbongbon),Tongbongbon (Male 1B),05.01.14,"Chimps_5.1.2014, 7.15; Kointon #1.AVI",With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,Tongbongbon_Male 1B,1.23537,1.23537,8,0.4840652290832217,42.86043874510879,3.417030077849957,0.291706,0.116364,0.090859,0.168966,0.28533,0.219975,0.062167,,,,,,,,,,,,,,,,,,,,
951,WAC,Nimba,Tongbongbon,Male 1B,Nimba (Tongbongbon),Tongbongbon (Male 1B),07.01.14,"Chimps_7.1.2014, 7.32; Kointon #1.AVI",With,Build-Up,Climax,1,2,"two drummers, first not coded since ID unknown",NV,NV,Traveling,NV,NV,Tongbongbon_Male 1B,1.21267,1.21267,6,0.4460434838062492,20.28856665297159,2.579470570797252,0.239047,0.122014,0.126994,0.393432,0.33118,,,,,,,,,,,,,,,,,,,,,,
952,WAC,Nimba,Tongbongbon,Male 1E,Nimba (Tongbongbon),Tongbongbon (Male 1E),09.06.20,01010027.MP4,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV,Tongbongbon_Male 1E,2.2282,2.2282,8,1.376938364581148,34.12773185635163,1.544783155738533,0.177137,0.09323,1.386018,0.080799,0.226859,0.13363,0.130522,,,,,,,,,,,,,,,,,,,,
954,WAC,Nimba,Tongbongbon,Male 1B,Nimba (Tongbongbon),Tongbongbon (Male 1B),09.06.20,01220005.MP4,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,Tongbongbon_Male 1B,1.36932,1.36932,6,0.5717496055767597,41.979588965221744,2.579470570797252,0.182867,0.113203,0.468052,0.459344,0.145858,,,,,,,,,,,,,,,,,,,,,,
955,WAC,Nimba,Tongbongbon,Male 1D,Nimba (Tongbongbon),Tongbongbon (Male 1D),09.06.20,01060091.MP4,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV,Tongbongbon_Male 1D,1.98142,1.98142,13,0.4115586039664305,15.116556903135686,0,0.100917,0.275675,0.221525,0.196911,0.280598,0.113224,0.140299,0.184604,0.068919,0.14276,0.076303,0.179681,,,,,,,,,,,,,,,
956,WAC,Nimba,Tongbongbon,Male 1D,Nimba (Tongbongbon),Tongbongbon (Male 1D),09.06.20,12300065.MP4,Without,0,0,0,0,NV,NV,NV,Traveling,NV,NV,Tongbongbon_Male 1D,2.92481,2.92481,13,0.6455589479512448,45.96258928165429,0,0.05114,0.140634,0.105476,0.55934,0.137438,0.281268,0.265287,0.432328,0.474218,0.162688,0.096921,0.218071,,,,,,,,,,,,,,,
957,WAC,Nimba,Tongbongbon,Male 1G,Nimba (Tongbongbon),Tongbongbon (Male 1G),09.06.20,12300065,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV,Tongbongbon_Male 1G,2.90835,2.90835,14,0.5669977695198736,33.39834149161267,0,0.051606,0.1327,0.106897,0.353867,0.213795,0.125328,0.287517,0.261714,0.42759,0.475509,0.169561,0.092153,0.210109,,,,,,,,,,,,,,
959,WAC,Nimba,Tongbongbon,Male 1D,Nimba (Tongbongbon),Tongbongbon (Male 1D),26.10.21,D_02220007.MP4,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,Tongbongbon_Male 1D,1.8949,1.8949,11,0.2706017884706862,14.351925808634624,0,0.200448,0.096215,0.259246,0.160358,0.155013,0.213811,0.211138,0.144323,0.275282,0.179067,,,,,,,,,,,,,,,,,
960,WAC,Nimba,Tongbongbon,Male 1D,Nimba (Tongbongbon),Tongbongbon (Male 1D),26.10.21,D_02220011.MP4,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV,Tongbongbon_Male 1D,1.0973,1.09729,7,0.5014398766366333,32.43753916100722,0,0.147985,0.064547,0.244018,0.157431,0.132242,0.351071,,,,,,,,,,,,,,,,,,,,,
962,WAC,Nimba,Tongbongbon,Male 1B,Nimba (Tongbongbon),Tongbongbon (Male 1B),26.10.21,D_09240011.MP4,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,Tongbongbon_Male 1B,0.89161,0.89161,7,0.673882771,37.147648173176655,2.6165416690705205,0.086396,0.096764,0.276468,0.079485,0.300659,0.051838,,,,,,,,,,,,,,,,,,,,,
964,WAC,Nimba,Tongbongbon,Male 1G,Nimba (Tongbongbon),Tongbongbon (Male 1G),27.10.21,D_02210004,With,Build-Up,Climax,1,2,"2nd drummer is juvenile, not coded",NV,NV,Traveling,NV,NV,Tongbongbon_Male 1G,2.87614,2.87614,9,0.715109102,23.40790480064637,2.8676687467547968,0.195941,0.297411,0.230931,0.965711,0.227432,0.206438,0.566831,0.185445,,,,,,,,,,,,,,,,,,,
965,WAC,Nimba,Tongbongbon,Male 1G,Nimba (Tongbongbon),Tongbongbon (Male 1G),28.10.21,D_02220014,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,Tongbongbon_Male 1G,1.13455,1.13455,12,0.6339262748415159,30.36881376865039,0,0.040404,0.260203,0.063031,0.043637,0.048485,0.07596,0.059798,0.119596,0.124445,0.113132,0.185859,,,,,,,,,,,,,,,,
966,WAC,Nimba,Tongbongbon,Male 1D,Nimba (Tongbongbon),Tongbongbon (Male 1D),29.10.21,D_03110002,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,Tongbongbon_Male 1D,1.17316,1.17316,7,0.6374942069561045,34.23059164680921,0,0.082926,0.156097,0.175609,0.436582,0.065853,0.256096,,,,,,,,,,,,,,,,,,,,,
967,WAC,Nimba,Tongbongbon,Male 1G,Nimba (Tongbongbon),Tongbongbon (Male 1G),30.10.21,D_03130009,With,after,after,0,0,NV,NV,NV,Traveling,NV,NV,Tongbongbon_Male 1G,1.32435,1.32435,5,1.0945567621350514,70.14787804204255,1.4338343733773984,0.030413,0.237774,0.945567,0.110593,,,,,,,,,,,,,,,,,,,,,,,
968,WAC,Nimba,Tongbongbon,Male 1B,Nimba (Tongbongbon),Tongbongbon (Male 1B),31.10.21,D_09250017,With,Climax,Climax,2,2,NV,NV,NV,Traveling,NV,NV,Tongbongbon_Male 1B,0.50917,0.50917,5,0.066529762,4.908180278975814,0,0.124519,0.12945,0.115889,0.139313,,,,,,,,,,,,,,,,,,,,,,,
969,WAC,Nimba,Tongbongbon,Male 1B,Nimba (Tongbongbon),Tongbongbon (Male 1B),01.11.21,D_09250018,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,Tongbongbon_Male 1B,2.91734,2.91734,18,0.7060456568929859,26.51245145668504,8.428394501252574,0.041294,0.132731,0.098362,0.204289,0.064313,0.276169,0.170241,0.208073,0.143759,0.57882,0.170241,0.183747,0.065446,0.210736,0.083771,0.219898,0.065446,,,,,,,,,,
970,WAC,Nimba,Tongbongbon,Male 1G,Nimba (Tongbongbon),Tongbongbon (Male 1G),02.11.21,D_09250018,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,Tongbongbon_Male 1G,0.80092,0.80092,6,0.18962434223410982,9.965750149332765,0,0.179282,0.208513,0.130564,0.128616,0.153949,,,,,,,,,,,,,,,,,,,,,,
971,WAC,Nimba,Tongbongbon,Male 1D,Nimba (Tongbongbon),Tongbongbon (Male 1D),03.11.21,D_09280025,With,Climax,after,2,0,2nd drummer no id,NV,NV,Traveling,NV,NV,Tongbongbon_Male 1D,2.3152,2.3152,8,1.7261639685512635,31.63279188363796,1.544783155738533,0.126483,1.726775,0.065991,0.087989,0.164978,0.065991,0.07699,,,,,,,,,,,,,,,,,,,,
