Drumming_bout,Subspecies,Population,Community,Individual,Pop_com_code,Com_indiv_code,Date,File_Name_hidden,With_Ph,Start_Ph,End_Ph,Start_Ph_N,End_Ph_N,Note_Ph,Context_Before,Context_After,Context,Tree_Species,DBH,Com_indiv,Total_bout_duration,Summed_Total_bout_duration,N_beats,Bout_cv,Bout_npvi,Bout_entropy,Interbeat 1,Interbeat 2,Interbeat 3,Interbeat 4,Interbeat 5,Interbeat 6,Interbeat 7,Interbeat 8,Interbeat 9,Interbeat 10,Interbeat 11,Interbeat 12,Interbeat 13,Interbeat 14,Interbeat 15,Interbeat 16,Interbeat 17,Interbeat 18,Interbeat 19,Interbeat 20,Interbeat 21,Interbeat 22,Interbeat 23,Interbeat 24,Interbeat 25,Interbeat 26,Interbeat 27
526,EAC,Budongo,Waibira,TRS,Budongo (Waibira),Waibira (TRS),04.03.20,Budongo VE 2020-03-04 Clip70009.MP4 TRS & ILA PH DR GT CMI 30.wav,With,Unk,Unk,0,0,Unk because overlap with other calls,NV,NV,Traveling,CMI,30,Waibira_TRS,0.21916,0.21916,3,0.4090946423193801,40.90946423193801,0,0.15441,0.064752,,,,,,,,,,,,,,,,,,,,,,,,,
532,EAC,Budongo,Waibira,LAF,Budongo (Waibira),Waibira (LAF),05.03.20,Budongo VE 2020-03-05 Clip80017.MP4 LAF PH DR GT CYA 70.wav,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,CYA,70,Waibira_LAF,0.81088,0.81089,4,0.5981235768008736,50.5105931,1.584962500721156,0.258331,0.47401,0.078544,,,,,,,,,,,,,,,,,,,,,,,,
534,EAC,Budongo,Waibira,TRS,Budongo (Waibira),Waibira (TRS),06.03.20,Budongo VE 2020-03-06 Clip90021.MP4 TRS PH DR GT-GR CMU 80.wav,With,Build-Up,Let-Down,1,3,NV,NV,NV,Resting,CMU,80,Waibira_TRS,3.60074,3.60073,14,1.0975982824893507,32.90131299,1.5637814635855283,0.120782,0.175994,0.043168,0.205879,0.139393,1.269976,0.063092,0.245727,0.249048,0.395156,0.202559,0.116222,0.373738,,,,,,,,,,,,,,
535,EAC,Budongo,Waibira,TRS,Budongo (Waibira),Waibira (TRS),06.03.20,Budongo VE 2020-03-06 Clip90025.MP4 TRS PH DR GR-GT CYA 80.wav,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,CYA,80,Waibira_TRS,1.58062,1.58062,9,1.0662006121312424,41.472665772523754,0,0.10294,0.073054,0.119543,0.063092,0.099619,0.05313,0.378552,0.690692,,,,,,,,,,,,,,,,,,,
536,EAC,Budongo,Waibira,TRS,Budongo (Waibira),Waibira (TRS),06.03.20,Budongo VE 2020-03-06 Clip90037.MP4 TRS PH DR GT CYA 80.wav,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,CYA,80,Waibira_TRS,3.1268,3.1268,5,1.0130269778890246,33.58556846718931,1.4338343733773984,0.264416,2.151772,0.351987,0.358629,,,,,,,,,,,,,,,,,,,,,,,
537,EAC,Budongo,Waibira,BEN,Budongo (Waibira),Waibira (BEN),06.03.20,Budongo VE 2020-03-06 Clip00011.MP4 BEN PH-DR GR CYA 40.wav,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,CYA,40,Waibira_BEN,0.82553,0.82552,4,0.3024892650079945,35.90974488506855,1.3082708345352603,0.157501,0.336727,0.331296,,,,,,,,,,,,,,,,,,,,,,,,
538,EAC,Budongo,Waibira,ILA,Budongo (Waibira),Waibira (ILA),06.03.20,Budongo VE 2020-03-06 Clip00021.MP4 ILA PH-DR GT TSI 50 .wav,With,Unk,Unk,0,0,Unk because overlap with other calls,NV,NV,Traveling,TSI,50,Waibira_ILA,0.87665,0.87665,4,1.002476535999184,45.01283394293038,1.3082708345352603,0.073054,0.706258,0.097336,,,,,,,,,,,,,,,,,,,,,,,,
539,EAC,Budongo,Waibira,ILA,Budongo (Waibira),Waibira (ILA),06.03.20,Budongo VE 2020-03-06 Clip00022.MP4 ILA PH-DR 2DB GT.wav,With,Climax,Climax,2,2,NV,NV,NV,Traveling,NV,NV,Waibira_ILA,0.78985,0.78985,4,1.1499288383647885,46.010545036450964,1.3082708345352603,0.051529,0.691439,0.046883,,,,,,,,,,,,,,,,,,,,,,,,
540,EAC,Budongo,Waibira,TRS,Budongo (Waibira),Waibira (TRS),06.03.20,Budongo VE 2020-03-06 Clip90020.MP4 TRS PH DR GT CMU 70.wav,With,Build-Up,Unk,1,0,NV,NV,NV,Traveling,CMU,70,Waibira_TRS,0.69069,0.69069,3,0.5547588491655217,73.08300354910413,0,0.31297,0.04981,0.327913,,,,,,,,,,,,,,,,,,,,,,,,
542,EAC,Budongo,Waibira,BEN,Budongo (Waibira),Waibira (BEN),06.03.20,Budongo VE 2020-03-06 Clip00006.MP4 BEN PH-DR 2+1B GT CYA 40.wav,With,Climax,Climax,2,2,NV,NV,NV,Traveling,CYA,40,Waibira_BEN,0.43654,0.43654,3,0.6258999727402467,62.58999727402467,1,0.081655,0.354886,,,,,,,,,,,,,,,,,,,,,,,,,
543,EAC,Budongo,Waibira,BEN,Budongo (Waibira),Waibira (BEN),06.03.20,Budongo VE 2020-03-06 Clip00009.MP4 BEN AND FID PH-DR GR CYA 40.wav,With,Build-Up,Build-Up,1,1,NV,NV,NV,Resting,CYA,40,Waibira_BEN,0.61764,0.61764,3,0.21505477318429245,21.505477318429243,0,0.375232,0.242406,,,,,,,,,,,,,,,,,,,,,,,,,
548,EAC,Budongo,Waibira,ILA,Budongo (Waibira),Waibira (ILA),16.03.20,Budongo VE 2020-03-16 Clip50022.MP4 ILA and SAM PH-DR GR CYA 60.wav,With,Climax,Unk,2,0,NV,NV,NV,Resting,CYA,60,Waibira_ILA,2.24143,2.24143,4,1.0916159233259766,56.877287584073656,1.3082708345352603,0.215841,1.899403,0.126184,,,,,,,,,,,,,,,,,,,,,,,,
552,EAC,Budongo,Waibira,LAF,Budongo (Waibira),Waibira (LAF),07.06.23,Budongo WS WW 2023-06-07 Clip 11 16;17 LAF DR,With,Climax,Climax,2,2,NV,NV,NV,Traveling,NV,NV,Waibira_LAF,0.45634,0.45634,3,0.648563126,64.85631265,1,0.080187,0.376151,,,,,,,,,,,,,,,,,,,,,,,,,
555,EAC,Budongo,Waibira,MAC,Budongo (Waibira),Waibira (MAC),12.06.23,Budongo WS WW 2023-06-12 Clip 02 08;24 MAC (JNO) DR,With,Climax,Climax,2,2,second caller is JNO,NV,NV,Traveling,NV,NV,Waibira_MAC,0.65509,0.65509,5,0.32373514515320734,22.167169688174994,1.4338343733773984,0.244758,0.17517,0.105582,0.129578,,,,,,,,,,,,,,,,,,,,,,,
556,EAC,Budongo,Waibira,MAC,Budongo (Waibira),Waibira (MAC),12.06.23,Budongo WS WW 2023-06-12 Clip 03 08;27 MAC DR,With,Climax,Climax,2,2,NV,NV,NV,Traveling,NV,NV,Waibira_MAC,0.57419,0.57419,3,0.6012448906018422,60.12448906018422,1,0.11448,0.459707,,,,,,,,,,,,,,,,,,,,,,,,,
557,EAC,Budongo,Waibira,BEN,Budongo (Waibira),Waibira (BEN),12.06.23,Budongo WS WW 2023-06-12 Clip 16 16;11 xxx (BEN DR),With,Let-Down,Let-Down,3,3,NV,NV,NV,Traveling,NV,NV,Waibira_BEN,0.41541,0.41541,3,0.5217388164435532,52.173881644355326,1,0.099337,0.316072,,,,,,,,,,,,,,,,,,,,,,,,,
567,EAC,Budongo,Waibira,ILA,Budongo (Waibira),Waibira (ILA),06.07.23,Budongo WS WW 2023-07-06 Clip 01 08;32 ILA FID DR,With,Climax,Climax,2,2,"two callers, cl for both during drum",NV,NV,Traveling,NV,NV,Waibira_ILA,0.19028,0.19028,3,0.22222397401737434,22.222397401737435,0,0.116283,0.073998,,,,,,,,,,,,,,,,,,,,,,,,,
576,EAC,Budongo,Waibira,DAU,Budongo (Waibira),Waibira (DAU),19.07.23,Budongo WS WW 2023-07-19 Clip 02 07;38 DAU LAN,With,Climax,Climax,2,2,NV,NV,NV,Traveling,NV,NV,Waibira_DAU,0.08854,0.08854,3,0,0,0,0.044272,0.044272,,,,,,,,,,,,,,,,,,,,,,,,,
577,EAC,Budongo,Waibira,ALF,Budongo (Waibira),Waibira (ALF),19.07.23,Budongo WS WW 2023-07-19 Clip 06 08;04 ALF DAU DR,With,Climax,Climax,2,2,NV,NV,NV,Traveling,NV,NV,Waibira_ALF,0.28576,0.28576,3,0.1275187043763692,12.751870437636919,0,0.161101,0.124661,,,,,,,,,,,,,,,,,,,,,,,,,
585,EAC,Budongo,Waibira,DAU,Budongo (Waibira),Waibira (DAU),26.07.23,Budongo WS WW 2023-07-26 Clip 02 08;20 DAU DR,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,Waibira_DAU,1.0886,1.08859,7,0.6383811842562003,35.23718776484456,2.987468750600964,0.073682,0.240061,0.172917,0.040999,0.166379,0.394556,,,,,,,,,,,,,,,,,,,,,
588,WAC,Fongoli,Fongoli,DW,Fongoli (Fongoli),Fongoli (DW),25.06.23,Fongoli KG 2023-06-25 Clip 05 06;55 audio DF_vis DW.MP4,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,Fongoli_DW,0.92585,0.92585,5,0.25885815658650657,12.142966253989082,2,0.135088,0.28006,0.283355,0.227343,,,,,,,,,,,,,,,,,,,,,,,
589,WAC,Fongoli,Fongoli,DW,Fongoli (Fongoli),Fongoli (DW),23.06.23,Fongoli KG 2023-06-23 Clip 38 11;12 DW.MP4,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,Fongoli_DW,0.49757,0.49757,4,0.078589723,5.147905493632618,0,0.172885,0.177102,0.147585,,,,,,,,,,,,,,,,,,,,,,,,
592,WAC,Fongoli,Fongoli,KL,Fongoli (Fongoli),Fongoli (KL),21.06.23,Fongoli KG 2023-06-21 Clip 28 13;55 KL.MP4,With,Climax,Climax,2,2,multiple CL calls with small pauzes in between,NV,NV,Resting,NV,NV,Fongoli_KL,4.74128,4.74127,17,0.39000835979375104,12.219702282944283,0,0.231947,0.218303,0.231947,0.218303,0.259235,0.286523,0.443429,0.238769,0.313811,0.272879,0.293345,0.259235,0.238769,0.259235,0.695842,0.279701,,,,,,,,,,,
593,WAC,Fongoli,Fongoli,KL,Fongoli (Fongoli),Fongoli (KL),21.06.23,Fongoli KG 2023-06-21 Clip 27 13;51 KL.MP4,With,Build-Up,after,1,0,NV,NV,NV,Resting,NV,NV,Fongoli_KL,5.46734,5.46734,14,0.8036874415718853,28.546223697565743,1.563781463585528,0.176129,0.403629,0.198145,0.242177,0.249516,0.6825,0.469677,0.205484,0.579758,1.467742,0.2275,0.278871,0.28621,,,,,,,,,,,,,,
594,WAC,Fongoli,Fongoli,KL,Fongoli (Fongoli),Fongoli (KL),21.06.23,Fongoli KG 2023-06-21 Clip 25 11;23 KL.MP4,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,Fongoli_KL,0.35711,0.35711,3,0.10857037248609684,10.857037248609684,0,0.197943,0.159171,,,,,,,,,,,,,,,,,,,,,,,,,
596,WAC,Fongoli,Fongoli,LP,Fongoli (Fongoli),Fongoli (LP),17.06.23,Fongoli KG 2023-06-17 Clip 28 15;33 LP.MP4,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,Fongoli_LP,1.61873,1.61873,7,0.9943598625072572,44.643589699666876,1.5268037744276668,0.210592,0.204306,0.861229,0.132013,0.081722,0.12887,,,,,,,,,,,,,,,,,,,,,
604,WAC,Fongoli,Fongoli,DW,Fongoli (Fongoli),Fongoli (DW),10.06.23,Fongoli KG 2023-06-10 Clip 02 06;33 DF DW.MP4,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,Fongoli_DW,1.32051,1.32051,6,0.3641756364323695,30.77779897,2.384080545409061,0.42427,0.205859,0.145608,0.233474,0.311299,,,,,,,,,,,,,,,,,,,,,,
605,WAC,Fongoli,Fongoli,LP,Fongoli (Fongoli),Fongoli (LP),10.06.23,Fongoli KG 2023-06-10 Clip 01 06;29 LP DW DF.MP4,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,Fongoli_LP,1.62981,1.6298,12,0.4255686170008571,24.43109319077763,0,0.28704,0.107032,0.136222,0.121627,0.12406,0.201901,0.097302,0.109465,0.080274,0.121627,0.243254,,,,,,,,,,,,,,,,
606,WAC,Fongoli,Fongoli,LX,Fongoli (Fongoli),Fongoli (LX),09.06.23,Fongoli KG 2023-06-09 Clip 46 17;55 LX.MP4,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,Fongoli_LX,1.3874,1.3874,6,0.8192154899787455,45.21924288450565,2.384080545409061,0.0991,0.128084,0.056778,0.501213,0.602221,,,,,,,,,,,,,,,,,,,,,,
608,WAC,Fongoli,Fongoli,LX,Fongoli (Fongoli),Fongoli (LX),09.06.23,Fongoli KG 2023-06-09 Clip 44 17;49 LX.MP4,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,Fongoli_LX,0.86719,0.86719,6,0.4192889048143236,17.508556578143736,0,0.105179,0.096593,0.154549,0.287632,0.223237,,,,,,,,,,,,,,,,,,,,,,
610,WAC,Fongoli,Fongoli,LX,Fongoli (Fongoli),Fongoli (LX),09.06.23,Fongoli KG 2023-06-09 Clip 42 17;40 LX.MP4,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,Fongoli_LX,1.98428,1.98428,9,0.7689862858321753,35.500294606398896,2.8676687467547968,0.091739,0.186875,0.22425,0.693138,0.397535,0.139307,0.132512,0.118921,,,,,,,,,,,,,,,,,,,
616,WAC,Fongoli,Fongoli,LP,Fongoli (Fongoli),Fongoli (LP),27.05.23,Fongoli KG 2023-05-27 Clip 09 08;32 LP.MP4,With,after,after,0,0,no cl,NV,NV,Traveling,NV,NV,Fongoli_LP,1.7357,1.7357,8,1.393252402524956,38.64490155289682,1.544783155738533,0.109062,0.118343,0.074255,0.109062,0.092818,0.139228,1.092936,,,,,,,,,,,,,,,,,,,,
620,EAC,Gombe,Kasekela,SL,Gombe (Kasekela),Kasekela (SL),17.08.17,KSK094_2,With,after,after,0,0,NV,NV,NV,Resting,NV,NV,Kasekela_SL,1.2044,1.2044,6,0.4329179951676767,38.82379958,0,0.380688,0.316127,0.104634,0.262697,0.140254,,,,,,,,,,,,,,,,,,,,,,
622,EAC,Gombe,Kasekela,SL,Gombe (Kasekela),Kasekela (SL),27.05.17,KSK242,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,Kasekela_SL,2.38923,2.38923,13,0.49471460591092165,42.65074977444176,0,0.053094,0.127426,0.323572,0.07292,0.048255,0.231628,0.178438,0.345111,0.249542,0.254851,0.222995,0.281397,,,,,,,,,,,,,,,
627,EAC,Gombe,Kasekela,SL,Gombe (Kasekela),Kasekela (SL),20.08.17,KSK096,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,Kasekela_SL,2.15501,2.15501,7,0.805384092,30.33693313,1.5268037744276668,0.148622,0.14119,0.988333,0.30839,0.300959,0.267519,,,,,,,,,,,,,,,,,,,,,
640,EAC,Gombe,Kasekela,FU,Gombe (Kasekela),Kasekela (FU),01.10.17,MTB025,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV,Kasekela_FU,2.31243,2.31243,6,0.845196837,62.799417827871096,2.384080545409061,0.145118,0.094642,0.214523,0.80446,1.053686,,,,,,,,,,,,,,,,,,,,,,
641,EAC,Gombe,Kasekela,FU,Gombe (Kasekela),Kasekela (FU),01.10.17,MTB026,With,Let-Down,Let-Down,3,3,NV,NV,NV,Resting,NV,NV,Kasekela_FU,1.04294,1.04294,6,0.9387042751810536,39.44134331284774,1.4945555226170317,0.116105,0.080072,0.136123,0.598541,0.112101,,,,,,,,,,,,,,,,,,,,,,
642,EAC,Gombe,Kasekela,FU,Gombe (Kasekela),Kasekela (FU),01.10.17,MTB028,With,Let-Down,Let-Down,3,3,NV,NV,NV,Resting,NV,NV,Kasekela_FU,1.58881,1.58881,8,1.2813630432826917,46.693725518108344,1.544783155738533,0.109738,0.104967,0.932771,0.169378,0.062026,0.155064,0.054869,,,,,,,,,,,,,,,,,,,,
643,EAC,Gombe,Kasekela,FU,Gombe (Kasekela),Kasekela (FU),01.10.17,MTB030,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV,Kasekela_FU,1.98645,1.98645,8,0.9136210787941517,53.85725519,2.7664414810694944,0.164149,0.085643,0.766031,0.099917,0.168907,0.60426,0.097539,,,,,,,,,,,,,,,,,,,,
644,EAC,Gombe,Kasekela,FU,Gombe (Kasekela),Kasekela (FU),01.10.17,MTB031,With,Climax,Climax,2,2,NV,NV,NV,Resting,NV,NV,Kasekela_FU,0.36601,0.36601,3,0.7741919619682521,77.41919619682521,0,0.324686,0.041324,,,,,,,,,,,,,,,,,,,,,,,,,
660,EAC,Kibale,Kanyawara,kk,Kibale (Kanyawara),Kanyawara (kk),27.07.11,1002,With,Climax,Let-Down,2,3,Climax,NV,NV,Traveling,NV,NV,Kanyawara_kk,0.95637,0.95637,5,1.020898503774716,48.879708352973225,1.4338343733773984,0.163859,0.072483,0.656372,0.063657,,,,,,,,,,,,,,,,,,,,,,,
661,EAC,Kibale,Kanyawara,tj,Kibale (Kanyawara),Kanyawara (tj),19.10.10,1014,With,Roar,Roar,1,1,"Ph roar, No Climax",NV,NV,Traveling,NV,NV,Kanyawara_tj,0.54716,0.54716,4,0.13337326069393735,14.763981976885459,0,0.148153,0.202448,0.196556,,,,,,,,,,,,,,,,,,,,,,,,
663,EAC,Kibale,Kanyawara,tj,Kibale (Kanyawara),Kanyawara (tj),19.12.10,1017,With,Roar,Let-Down,1,3,"Pant-hoot roar, No Climax",NV,NV,Traveling,NV,NV,Kanyawara_tj,0.91564,0.91565,7,0.4299388831971972,37.71633612170621,0,0.094396,0.136285,0.160474,0.061358,0.25723,0.205902,,,,,,,,,,,,,,,,,,,,,
664,EAC,Kibale,Kanyawara,kk,Kibale (Kanyawara),Kanyawara (kk),21.12.10,1030,With,Build-Up,Build-Up,1,1,No Climax,NV,NV,Traveling,NV,NV,Kanyawara_kk,0.66343,0.66343,5,0.6003153489215177,22.843577748895022,2,0.196638,0.074532,0.315573,0.076686,,,,,,,,,,,,,,,,,,,,,,,
665,EAC,Kibale,Kanyawara,kk,Kibale (Kanyawara),Kanyawara (kk),21.12.10,1032,With,Climax,Climax,2,2,Climax,NV,NV,Traveling,NV,NV,Kanyawara_kk,0.43103,0.43103,4,0.7931682556201058,34.89589329619987,1.3082708345352603,0.066729,0.304787,0.059515,,,,,,,,,,,,,,,,,,,,,,,,
666,EAC,Kibale,Kanyawara,kk,Kibale (Kanyawara),Kanyawara (kk),21.12.10,1033,With,Climax,Climax,2,2,Climax,NV,NV,Resting,NV,NV,Kanyawara_kk,0.50914,0.50914,4,0.32420358382913456,16.62243378683678,1.3082708345352603,0.136866,0.125048,0.247226,,,,,,,,,,,,,,,,,,,,,,,,
667,EAC,Kibale,Kanyawara,kk,Kibale (Kanyawara),Kanyawara (kk),23.12.10,1064,With,Build-Up,Build-Up,1,1,"Ph roar, No Climax ",NV,NV,Traveling,NV,NV,Kanyawara_kk,0.51374,0.51374,4,0.6066342285004876,26.91662750793178,1.3082708345352603,0.096489,0.318152,0.099097,,,,,,,,,,,,,,,,,,,,,,,,
669,EAC,Kibale,Kanyawara,yb,Kibale (Kanyawara),Kanyawara (yb),26.07.11,1065 2,With,Build-Up,Build-Up,1,1,Climax,NV,NV,Resting,NV,NV,Kanyawara_yb,1.66332,1.66332,5,0.9962969790391497,62.78913172772156,1.4338343733773984,0.176341,0.284215,1.122445,0.080322,,,,,,,,,,,,,,,,,,,,,,,
671,EAC,Kibale,Kanyawara,yb,Kibale (Kanyawara),Kanyawara (yb),23.12.10,1074,With,Pause after BUp,Pause after BUp,1,0,No Climax,NV,NV,Resting,NV,NV,Kanyawara_yb,0.26412,0.26412,3,0.064516618,6.451661757,0,0.140579,0.123539,,,,,,,,,,,,,,,,,,,,,,,,,
672,EAC,Kibale,Kanyawara,yb,Kibale (Kanyawara),Kanyawara (yb),23.12.10,1075,With,Build-Up,Build-Up,1,1,No Climax,NV,NV,Traveling,NV,NV,Kanyawara_yb,1.77073,1.77073,7,0.6152108521643214,40.55345440200337,1.5268037744276668,0.11274,0.652753,0.105486,0.312852,0.306541,0.280354,,,,,,,,,,,,,,,,,,,,,
673,EAC,Kibale,Kanyawara,tj,Kibale (Kanyawara),Kanyawara (tj),01.11.10,1161,With,Build-Up,Build-Up,1,1,Unclear,NV,NV,Traveling,NV,NV,Kanyawara_tj,0.89764,0.89799,4,0.6753351139651363,50.06485054815154,1.3082708345352603,0.302075,0.05039,0.545529,,,,,,,,,,,,,,,,,,,,,,,,
674,EAC,Kibale,Kanyawara,tj,Kibale (Kanyawara),Kanyawara (tj),01.11.10,1162,With,Build-Up,Let-Down,1,3,Climax,NV,NV,Resting,NV,NV,Kanyawara_tj,2.32674,2.32665,13,0.4977022095205909,37.08847591978343,3.0536075488553336,0.109444,0.259209,0.076232,0.349932,0.249128,0.24118,0.162726,0.143715,0.069122,0.072002,0.267849,0.326113,,,,,,,,,,,,,,,
676,EAC,Kibale,Kanyawara,es,Kibale (Kanyawara),Kanyawara (es),26.02.11,1188,With,Climax,Climax,2,2,Climax,NV,NV,Traveling,NV,NV,Kanyawara_es,1.50039,1.50039,5,0.9063434946493975,59.900162081606226,2,0.052994,0.881021,0.076179,0.490192,,,,,,,,,,,,,,,,,,,,,,,
677,EAC,Kibale,Kanyawara,es,Kibale (Kanyawara),Kanyawara (es),26.02.11,1189,With,Climax,Let-Down,2,3,Climax,NV,NV,Resting,NV,NV,Kanyawara_es,1.79982,1.79982,5,1.0220836359941243,57.51576216164229,2,0.146726,1.227866,0.347224,0.078,,,,,,,,,,,,,,,,,,,,,,,
679,EAC,Kibale,Kanyawara,tj,Kibale (Kanyawara),Kanyawara (tj),26.03.11,1335,With,Roar,Let-Down,1,3,"Ph roar, No Climax",NV,NV,Resting,NV,NV,Kanyawara_tj,1.88317,1.88317,9,0.734503283,22.538772481833583,1.5549511023971747,0.199148,0.19216,0.150234,0.688282,0.132765,0.143247,0.199148,0.178185,,,,,,,,,,,,,,,,,,,
686,EAC,Kibale,Kanyawara,tj,Kibale (Kanyawara),Kanyawara (tj),13.12.10,1498,With,Roar,Let-Down,1,3,"Ph roar, No Climax",NV,NV,Traveling,NV,NV,Kanyawara_tj,1.54426,1.54426,7,0.41005286989190926,24.16919837205073,2.616541669070521,0.368569,0.093309,0.387231,0.158625,0.286924,0.2496,,,,,,,,,,,,,,,,,,,,,
687,EAC,Kibale,Kanyawara,es,Kibale (Kanyawara),Kanyawara (es),21.04.11,1575,With,Climax,Climax,2,2,Climax,NV,NV,Traveling,NV,NV,Kanyawara_es,0.53354,0.53354,3,0.6908803634584785,69.08803634584785,1,0.082464,0.451077,,,,,,,,,,,,,,,,,,,,,,,,,
689,WAC,Tai,M,Male A,Tai (M),M (BOB),NV,File 1,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV,M_BOB,1.23887,1.23887,7,0.3445447372359586,14.597053543912114,3,0.1058,0.306672,0.164635,0.148494,0.261478,0.251794,,,,,,,,,,,,,,,,,,,,,
690,WAC,Tai,M,Male A,Tai (M),M (BOB),NV,File 2,With,Climax,Let-Down,2,3,Climax,NV,NV,Traveling,NV,NV,M_BOB,1.61922,1.61922,7,0.5821752595785022,44.385844531418016,2.9874687506009634,0.258173,0.142872,0.335875,0.040104,0.300784,0.54141,,,,,,,,,,,,,,,,,,,,,
691,WAC,Tai,M,Male A,Tai (M),M (BOB),NV,File 3,With,Build-Up,Build-Up,1,1,Climax,NV,NV,Traveling,NV,NV,M_BOB,0.31141,0.31141,3,0.020500173403722444,2.0500173403722446,0,0.152514,0.158898,,,,,,,,,,,,,,,,,,,,,,,,,
692,WAC,Tai,M,Male B,Tai (M),M (LEO),NV,File 4,With,Climax,Let-Down,2,3,Climax,NV,NV,Traveling,NV,NV,M_LEO,1.96241,1.9624,10,0.609555597,25.169616160178208,1.5605694548611453,0.075316,0.305449,0.213396,0.276159,0.121343,0.117158,0.497924,0.292896,0.062763,,,,,,,,,,,,,,,,,,
694,WAC,Tai,M,Male B,Tai (M),M (LEO),NV,File 6,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV,M_LEO,1.63786,1.63786,7,0.588194394,29.74545625926359,2.6165416690705205,0.116274,0.232549,0.553305,0.388918,0.264624,0.082194,,,,,,,,,,,,,,,,,,,,,
695,WAC,Tai,M,Male B,Tai (M),M (LEO),NV,File 7,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV,M_LEO,1.5159,1.5159,12,1.032862951,36.23518819723153,1.5645258176027994,0.083659,0.080313,0.043503,0.093698,0.093698,0.030117,0.113776,0.54211,0.277748,0.050195,0.107083,,,,,,,,,,,,,,,,
696,WAC,Tai,M,Male B,Tai (M),M (LEO),NV,File 8,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV,M_LEO,1.53305,1.53305,6,0.8011556334750025,47.932470838416194,2.384080545409061,0.09047,0.684281,0.190809,0.062506,0.504986,,,,,,,,,,,,,,,,,,,,,,
698,WAC,Tai,M,Male B,Tai (M),M (LEO),NV,File 10,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV,M_LEO,1.14738,1.14738,6,0.5032684946019623,29.254075615641955,1.4945555226170317,0.180487,0.120325,0.275028,0.434029,0.137514,,,,,,,,,,,,,,,,,,,,,,
699,WAC,Tai,M,Male B,Tai (M),M (LEO),NV,File 11,With,Build-Up,Build-Up,1,1,No Climax,NV,NV,Traveling,NV,NV,M_LEO,0.36394,0.36394,3,0.25423700870482724,25.423700870482723,0,0.228231,0.135705,,,,,,,,,,,,,,,,,,,,,,,,,
705,WAC,Tai,M,Male E,Tai (M),M (URS),NV,File 17,With,Pause ,Climax,1,2,Climax,NV,NV,Resting,NV,NV,M_URS,1.75202,1.75202,12,0.5146207265870463,28.02831726852652,1.5645258176027994,0.154287,0.150859,0.188573,0.113144,0.380575,0.140573,0.168002,0.058286,0.174859,0.054858,0.168002,,,,,,,,,,,,,,,,
706,WAC,Tai,M,Male E,Tai (M),M (URS),NV,File 18,With,Pause ,Climax,1,2,Climax,NV,NV,Traveling,NV,NV,M_URS,1.84687,1.84687,9,0.41176515689966847,16.077652797348478,1.5549511023971747,0.200307,0.160495,0.132755,0.2239,0.313064,0.158513,0.441856,0.215975,,,,,,,,,,,,,,,,,,,
707,WAC,Tai,M,Male E,Tai (M),M (URS),NV,File 19,With,Pause ,Pause,0,0,Climax,NV,NV,Resting,NV,NV,M_URS,1.12573,1.12573,6,0.30881887899434346,26.04550309546963,0,0.251876,0.133649,0.169631,0.236455,0.334122,,,,,,,,,,,,,,,,,,,,,,
710,WAC,Tai,M,Male E,Tai (M),M (URS),NV,File 22,With,Pause ,Pause,1,1,Climax,NV,NV,Traveling,NV,NV,M_URS,0.85645,0.85645,9,0.39472821828731564,22.313043102698707,0,0.06766,0.127119,0.068449,0.159714,0.052151,0.162973,0.078227,0.140157,,,,,,,,,,,,,,,,,,,
711,WAC,Tai,M,Male E,Tai (M),M (URS),NV,File 23,With,Build-Up,Climax,1,2,Climax,NV,NV,Traveling,NV,NV,M_URS,3.29406,3.29406,12,0.7491278437391903,36.655639641764814,3.0536075488553336,0.263928,0.128942,0.28206,0.064471,0.225648,0.249825,0.249825,0.306237,0.394885,0.096706,0.14506,0.886475,,,,,,,,,,,,,,,
