Population,Community,Individual,Pop_com_code,Com_indiv_code,Drumming_bout,Ratio_i,Ratio,Subspecies
Budongo,Sonso,HW,Budongo (Sonso),Sonso (HW),3,1,0.14634126436162484,EAC
Budongo,Sonso,HW,Budongo (Sonso),Sonso (HW),3,2,0.8056267560506729,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),6,1,0.2784813021766477,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),6,2,0.1443036295477989,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),6,3,0.9234971238808807,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),7,1,0.5624997059114157,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),7,2,0.5490189131577238,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),7,3,0.41071543806061644,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),7,4,0.5,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),7,5,0.5,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),7,6,0.4230763290992626,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),7,7,0.6428574501494978,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),7,8,0.3571425498505023,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),7,9,0.6923073359216464,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),7,10,0.30303154743979344,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),7,11,0.7796617955562815,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),8,1,0.3345087394403714,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),8,2,0.6869579335484142,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),8,3,0.3495134844338409,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),8,4,0.6504865155661591,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),8,5,0.2666657743751729,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),8,6,0.6734694713724976,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),8,7,0.3870963041398103,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),8,8,0.4720494106116096,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),8,9,0.6204366405233356,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),8,10,0.40000092660371944,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),8,11,0.5693428410649597,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),8,12,0.4244618344425957,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),8,13,0.5506201601804102,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),9,1,0.5420818505338078,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),9,2,0.5254239018364826,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),9,3,0.571430327,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),9,4,0.42856967260971907,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),9,5,0.3943672724959176,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),9,6,0.5584401362592837,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),9,7,0.47887311995792436,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),9,8,0.5285723504484933,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),9,9,0.6346157187284637,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),9,10,0.44186095372828055,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),9,11,0.32876661468775525,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),9,12,0.7424234128179156,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),9,13,0.25000110715978086,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),9,14,0.6800001606122539,EAC
Budongo,Sonso,MS,Budongo (Sonso),Sonso (MS),11,1,0.08837198,EAC
Budongo,Sonso,MS,Budongo (Sonso),Sonso (MS),11,2,0.9032255470402328,EAC
Budongo,Sonso,MS,Budongo (Sonso),Sonso (MS),11,3,0.19811382878645345,EAC
Budongo,Sonso,ZD,Budongo (Sonso),Sonso (ZD),14,1,0.10908753097186846,EAC
Budongo,Sonso,ZD,Budongo (Sonso),Sonso (ZD),14,2,0.9042056469316762,EAC
Budongo,Sonso,ZD,Budongo (Sonso),Sonso (ZD),14,3,0.10459188376938251,EAC
Budongo,Sonso,ZD,Budongo (Sonso),Sonso (ZD),14,4,0.8772496823800722,EAC
Budongo,Sonso,ZD,Budongo (Sonso),Sonso (ZD),16,1,0.084375249,EAC
Budongo,Sonso,ZD,Budongo (Sonso),Sonso (ZD),16,2,0.8578679624919328,EAC
Budongo,Sonso,ZD,Budongo (Sonso),Sonso (ZD),16,3,0.19377160838871293,EAC
Budongo,Sonso,ZD,Budongo (Sonso),Sonso (ZD),16,4,0.8741404852937876,EAC
Budongo,Sonso,ZD,Budongo (Sonso),Sonso (ZD),17,1,0.060533261,EAC
Budongo,Sonso,ZD,Budongo (Sonso),Sonso (ZD),17,2,0.9172577835298222,EAC
Budongo,Sonso,ZD,Budongo (Sonso),Sonso (ZD),18,1,0.13207491398370716,EAC
Budongo,Sonso,ZD,Budongo (Sonso),Sonso (ZD),19,1,0.085290708,EAC
Budongo,Sonso,ZD,Budongo (Sonso),Sonso (ZD),19,2,0.8803409897160616,EAC
Budongo,Sonso,FK,Budongo (Sonso),Sonso (FK),22,1,0.053424547,EAC
Budongo,Sonso,FK,Budongo (Sonso),Sonso (FK),22,2,0.9213330279265424,EAC
Budongo,Sonso,FK,Budongo (Sonso),Sonso (FK),23,1,0.11042984193501519,EAC
Budongo,Sonso,FK,Budongo (Sonso),Sonso (FK),23,2,0.8950622698447139,EAC
Budongo,Sonso,FK,Budongo (Sonso),Sonso (FK),23,3,0.10493773015528607,EAC
Budongo,Sonso,FK,Budongo (Sonso),Sonso (FK),23,4,0.9006212238047016,EAC
Budongo,Sonso,FK,Budongo (Sonso),Sonso (FK),23,5,0.095808267,EAC
Budongo,Sonso,FK,Budongo (Sonso),Sonso (FK),23,6,0.8988100626056349,EAC
Budongo,Sonso,SM,Budongo (Sonso),Sonso (SM),25,1,0.39371473830803944,EAC
Budongo,Sonso,SM,Budongo (Sonso),Sonso (SM),25,2,0.2268035880786816,EAC
Budongo,Sonso,SM,Budongo (Sonso),Sonso (SM),25,3,0.3672160469826543,EAC
Budongo,Sonso,SM,Budongo (Sonso),Sonso (SM),25,4,0.5103451243421177,EAC
Budongo,Sonso,SM,Budongo (Sonso),Sonso (SM),25,5,0.4850196035809102,EAC
Budongo,Sonso,SM,Budongo (Sonso),Sonso (SM),25,6,0.563710928,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),33,1,0.4162915573084002,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),33,2,0.728973466,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),33,3,0.2794804089200557,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),33,4,0.6321777963457054,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),33,5,0.3799125210034586,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),33,6,0.6729866563541086,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),33,7,0.27896960635354934,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),33,8,0.7451299919927935,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),33,9,0.1867452898293315,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),33,10,0.5608558766445185,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),33,11,0.5321971111762351,EAC
Budongo,Sonso,MS,Budongo (Sonso),Sonso (MS),43,1,0.16108447588372546,EAC
Budongo,Sonso,MS,Budongo (Sonso),Sonso (MS),43,2,0.9228069878833155,EAC
Budongo,Sonso,ZD,Budongo (Sonso),Sonso (ZD),44,1,0.12984292493817257,EAC
Budongo,Sonso,ZD,Budongo (Sonso),Sonso (ZD),44,2,0.8683184060488185,EAC
Budongo,Sonso,ZD,Budongo (Sonso),Sonso (ZD),49,1,0.11440657419577116,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),50,1,0.23809614859328052,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),50,2,0.8175178417034247,EAC
Budongo,Sonso,HW,Budongo (Sonso),Sonso (HW),51,1,0.1264069820264212,EAC
Budongo,Sonso,HW,Budongo (Sonso),Sonso (HW),51,2,0.900523618,EAC
Budongo,Sonso,HW,Budongo (Sonso),Sonso (HW),51,3,0.057731091,EAC
Budongo,Sonso,HW,Budongo (Sonso),Sonso (HW),52,1,0.3246747829212099,EAC
Budongo,Sonso,HW,Budongo (Sonso),Sonso (HW),52,2,0.32500050188477037,EAC
Budongo,Sonso,HW,Budongo (Sonso),Sonso (HW),52,3,0.812030103,EAC
Budongo,Sonso,HW,Budongo (Sonso),Sonso (HW),52,4,0.34246519703908285,EAC
Budongo,Sonso,ZD,Budongo (Sonso),Sonso (ZD),55,1,0.098612467,EAC
Budongo,Sonso,ZD,Budongo (Sonso),Sonso (ZD),55,2,0.8810233007876986,EAC
Budongo,Sonso,ZD,Budongo (Sonso),Sonso (ZD),56,1,0.12368121683191759,EAC
Budongo,Sonso,ZD,Budongo (Sonso),Sonso (ZD),56,2,0.9121756055103334,EAC
Budongo,Sonso,FK,Budongo (Sonso),Sonso (FK),59,1,0.6024207197940648,EAC
Budongo,Sonso,FK,Budongo (Sonso),Sonso (FK),59,2,0.6376809064087569,EAC
Budongo,Sonso,FK,Budongo (Sonso),Sonso (FK),59,3,0.6881328254841905,EAC
Budongo,Sonso,FK,Budongo (Sonso),Sonso (FK),60,1,0.035051052,EAC
Budongo,Sonso,FK,Budongo (Sonso),Sonso (FK),60,2,0.8999995366970671,EAC
Budongo,Sonso,FK,Budongo (Sonso),Sonso (FK),60,3,0.27368517819952387,EAC
Budongo,Sonso,FK,Budongo (Sonso),Sonso (FK),69,1,0.15472005498351765,EAC
Budongo,Sonso,FK,Budongo (Sonso),Sonso (FK),69,2,0.3460211073875857,EAC
Budongo,Sonso,FK,Budongo (Sonso),Sonso (FK),69,3,0.8957345565714319,EAC
Budongo,Sonso,FK,Budongo (Sonso),Sonso (FK),69,4,0.13836482752220247,EAC
Budongo,Sonso,FK,Budongo (Sonso),Sonso (FK),69,5,0.8106513515102809,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),72,1,0.5508336136902016,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),72,2,0.44318244038656335,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),72,3,0.7101438522372165,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),72,4,0.3076926640783536,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),72,5,0.5844170065978591,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),72,6,0.2909152633322474,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),72,7,0.7499927607155888,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),72,8,0.28571570398903956,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),72,9,0.6842103594750523,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),72,10,0.3813284234541154,EAC
Budongo,Sonso,JS,Budongo (Sonso),Sonso (JS),73,1,0.5387934391501426,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),76,1,0.38061907781839893,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),76,2,0.5263147467190769,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),76,3,0.18274135730282112,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),76,4,0.8609618348393373,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),76,5,0.4727297615462535,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),76,6,0.39725914375056726,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),76,7,0.6984130019120458,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),76,8,0.081400105,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),76,9,0.7408560092649533,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),76,10,0.7075468481880064,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),76,11,0.645833203,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),76,12,0.5151531743641691,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),76,13,0.25394807280513915,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),92,1,0.4700860200662009,EAC
Budongo,Sonso,JS,Budongo (Sonso),Sonso (JS),94,1,0.6228458464050883,EAC
Budongo,Sonso,JS,Budongo (Sonso),Sonso (JS),94,2,0.4404769587070777,EAC
Budongo,Sonso,JS,Budongo (Sonso),Sonso (JS),102,1,0.4081889438208655,EAC
Budongo,Sonso,JS,Budongo (Sonso),Sonso (JS),102,2,0.11467906066941706,EAC
Budongo,Sonso,JS,Budongo (Sonso),Sonso (JS),102,3,0.8713319343240603,EAC
Budongo,Sonso,JS,Budongo (Sonso),Sonso (JS),102,4,0.7215186978233523,EAC
Budongo,Sonso,JS,Budongo (Sonso),Sonso (JS),106,1,0.5714279568412176,EAC
Budongo,Sonso,JS,Budongo (Sonso),Sonso (JS),106,2,0.5,EAC
Budongo,Sonso,JS,Budongo (Sonso),Sonso (JS),106,3,0.18633539210881708,EAC
Budongo,Sonso,JS,Budongo (Sonso),Sonso (JS),106,4,0.7401131769862119,EAC
Budongo,Sonso,JS,Budongo (Sonso),Sonso (JS),107,1,0.6053161889840353,EAC
Budongo,Sonso,JS,Budongo (Sonso),Sonso (JS),107,2,0.1279070785381748,EAC
Budongo,Sonso,JS,Budongo (Sonso),Sonso (JS),107,3,0.735294335,EAC
Budongo,Sonso,JS,Budongo (Sonso),Sonso (JS),107,4,0.6206891777289326,EAC
Budongo,Sonso,JS,Budongo (Sonso),Sonso (JS),118,1,0.5942022660218921,EAC
Budongo,Sonso,JS,Budongo (Sonso),Sonso (JS),118,2,0.3010760348294632,EAC
Budongo,Sonso,JS,Budongo (Sonso),Sonso (JS),118,3,0.6190480287725216,EAC
Budongo,Sonso,JS,Budongo (Sonso),Sonso (JS),118,4,0.28368741309970547,EAC
Budongo,Sonso,JS,Budongo (Sonso),Sonso (JS),118,5,0.759398973,EAC
Budongo,Sonso,JS,Budongo (Sonso),Sonso (JS),118,6,0.5,EAC
Budongo,Sonso,FK,Budongo (Sonso),Sonso (FK),119,1,0.060402264,EAC
Budongo,Sonso,FK,Budongo (Sonso),Sonso (FK),119,2,0.9150322552073338,EAC
Budongo,Sonso,HW,Budongo (Sonso),Sonso (HW),128,1,0.10844270895197371,EAC
Budongo,Sonso,MS,Budongo (Sonso),Sonso (MS),129,1,0.6707321551863441,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),130,1,0.3086417917106613,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),130,2,0.3916091573988472,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),130,3,0.6170214583658152,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),131,1,0.4328350158664521,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),131,2,0.5135129635733965,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),131,3,0.46153816454963126,EAC
Budongo,Sonso,SM,Budongo (Sonso),Sonso (SM),132,1,0.17779418288613488,EAC
Budongo,Sonso,SM,Budongo (Sonso),Sonso (SM),132,2,0.8339770988461055,EAC
Budongo,Sonso,SM,Budongo (Sonso),Sonso (SM),132,3,0.2774189913308387,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),135,1,0.45679003165762916,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),135,2,0.3013698065027134,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),135,3,0.796875129,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),135,4,0.37142844851136514,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),135,5,0.39999999999999997,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),135,6,0.6226414290280194,EAC
Budongo,Sonso,SM,Budongo (Sonso),Sonso (SM),139,1,0.0807449,EAC
Budongo,Sonso,SM,Budongo (Sonso),Sonso (SM),139,2,0.9098360352243485,EAC
Budongo,Sonso,SM,Budongo (Sonso),Sonso (SM),139,3,0.046413521,EAC
Budongo,Sonso,SM,Budongo (Sonso),Sonso (SM),139,4,0.9358176207877585,EAC
Budongo,Sonso,JS,Budongo (Sonso),Sonso (JS),140,1,0.5641032240794411,EAC
Budongo,Sonso,SM,Budongo (Sonso),Sonso (SM),141,1,0.051338825,EAC
Budongo,Sonso,SM,Budongo (Sonso),Sonso (SM),141,2,0.9039132599177302,EAC
Budongo,Sonso,HW,Budongo (Sonso),Sonso (HW),144,1,0.10999998996176436,EAC
Budongo,Sonso,HW,Budongo (Sonso),Sonso (HW),144,2,0.9081634429925419,EAC
Budongo,Sonso,HW,Budongo (Sonso),Sonso (HW),155,1,0.5892845619393835,EAC
Budongo,Sonso,FK,Budongo (Sonso),Sonso (FK),156,1,0.096773701,EAC
Budongo,Sonso,FK,Budongo (Sonso),Sonso (FK),156,2,0.6242039743737292,EAC
Budongo,Sonso,FK,Budongo (Sonso),Sonso (FK),156,3,0.7866672020397716,EAC
Budongo,Sonso,JS,Budongo (Sonso),Sonso (JS),164,1,0.20108773038165492,EAC
Budongo,Sonso,JS,Budongo (Sonso),Sonso (JS),164,2,0.8258421548607363,EAC
Budongo,Sonso,JS,Budongo (Sonso),Sonso (JS),164,3,0.543859,EAC
Budongo,Sonso,HW,Budongo (Sonso),Sonso (HW),173,1,0.7589288835232085,EAC
Budongo,Sonso,HW,Budongo (Sonso),Sonso (HW),173,2,0.11297049514132493,EAC
Budongo,Sonso,HW,Budongo (Sonso),Sonso (HW),175,1,0.4579435306832382,EAC
Budongo,Sonso,HW,Budongo (Sonso),Sonso (HW),175,2,0.6444453367329526,EAC
Budongo,Sonso,HW,Budongo (Sonso),Sonso (HW),175,3,0.296295883,EAC
Budongo,Sonso,HW,Budongo (Sonso),Sonso (HW),175,4,0.3486237011291646,EAC
Budongo,Sonso,HW,Budongo (Sonso),Sonso (HW),175,5,0.3988762809331504,EAC
Budongo,Sonso,HW,Budongo (Sonso),Sonso (HW),175,6,0.884297294,EAC
Budongo,Sonso,HW,Budongo (Sonso),Sonso (HW),175,7,0.1072799145249837,EAC
Budongo,Sonso,MS,Budongo (Sonso),Sonso (MS),177,1,0.38666709496429064,EAC
Budongo,Sonso,MS,Budongo (Sonso),Sonso (MS),177,2,0.5130108860657463,EAC
Budongo,Sonso,JS,Budongo (Sonso),Sonso (JS),186,1,0.057291683,EAC
Budongo,Sonso,JS,Budongo (Sonso),Sonso (JS),186,2,0.811659396,EAC
Budongo,Sonso,JS,Budongo (Sonso),Sonso (JS),187,1,0.1615119848164039,EAC
Budongo,Sonso,JS,Budongo (Sonso),Sonso (JS),187,2,0.5965776724049068,EAC
Budongo,Sonso,JS,Budongo (Sonso),Sonso (JS),190,1,0.48350650158651154,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),217,1,0.41426798427592937,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),217,2,0.45666639,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),217,3,0.4821001657874364,EAC
Budongo,Sonso,SM,Budongo (Sonso),Sonso (SM),218,1,0.099318736,EAC
Budongo,Sonso,HW,Budongo (Sonso),Sonso (HW),220,1,0.12558128459693865,EAC
Budongo,Sonso,SM,Budongo (Sonso),Sonso (SM),226,1,0.24968410787604542,EAC
Budongo,Sonso,SM,Budongo (Sonso),Sonso (SM),226,2,0.808511593,EAC
Budongo,Sonso,SM,Budongo (Sonso),Sonso (SM),226,3,0.23684064540670768,EAC
Budongo,Sonso,SM,Budongo (Sonso),Sonso (SM),226,4,0.7435890506158063,EAC
Budongo,Sonso,SM,Budongo (Sonso),Sonso (SM),226,5,0.26315831183703225,EAC
Budongo,Sonso,SM,Budongo (Sonso),Sonso (SM),226,6,0.6511634421780618,EAC
Budongo,Sonso,SM,Budongo (Sonso),Sonso (SM),226,7,0.21428556063920634,EAC
Budongo,Sonso,SM,Budongo (Sonso),Sonso (SM),226,8,0.1971326261593219,EAC
Budongo,Sonso,SM,Budongo (Sonso),Sonso (SM),226,9,0.8389511735712433,EAC
Budongo,Sonso,SM,Budongo (Sonso),Sonso (SM),226,10,0.3049646526131437,EAC
Budongo,Sonso,MS,Budongo (Sonso),Sonso (MS),235,1,0.19733250745306583,EAC
Budongo,Sonso,MS,Budongo (Sonso),Sonso (MS),235,2,0.7272725198711455,EAC
Budongo,Sonso,MS,Budongo (Sonso),Sonso (MS),235,3,0.4645161541017177,EAC
Budongo,Sonso,MS,Budongo (Sonso),Sonso (MS),235,4,0.43684233,EAC
Budongo,Sonso,MS,Budongo (Sonso),Sonso (MS),235,5,0.30484332195380176,EAC
Budongo,Sonso,MS,Budongo (Sonso),Sonso (MS),237,1,0.079166575,EAC
Budongo,Sonso,MS,Budongo (Sonso),Sonso (MS),237,2,0.4977478394044339,EAC
Budongo,Sonso,MS,Budongo (Sonso),Sonso (MS),238,1,0.12431156214958274,EAC
Budongo,Sonso,MS,Budongo (Sonso),Sonso (MS),238,2,0.37261162226743694,EAC
Budongo,Sonso,MS,Budongo (Sonso),Sonso (MS),238,3,0.9162789687878404,EAC
Budongo,Sonso,SM,Budongo (Sonso),Sonso (SM),245,1,0.099173338,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),246,1,0.6578937983666774,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),249,1,0.6969684525602067,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),249,2,0.057471522982811246,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),249,3,0.8961749353273785,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),250,1,0.31681309531846225,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),250,2,0.14382042697926417,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),251,1,0.19298273420824613,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),251,2,0.6865663591518434,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),251,3,0.42000036137612035,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),251,4,0.7631593545932923,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),251,5,0.1199991969403427,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),251,6,0.6164070904731436,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),251,7,0.49484511769241235,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),267,1,0.5102052104651806,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),267,2,0.2727268060729154,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),267,3,0.6881717122327319,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),267,4,0.5178577670464171,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),267,5,0.47577024717956334,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),267,6,0.3914474270758831,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),267,7,0.7939920486798637,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),267,8,0.29999887069877396,EAC
Budongo,Sonso,PS,Budongo (Sonso),Sonso (PS),267,9,0.42424325384875117,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),271,1,0.43650804127340326,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),271,2,0.5220585237788522,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),271,3,0.8024695583131987,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),271,4,0.16326472884443485,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),271,5,0.7256656706751645,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),272,1,0.5049517430991919,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),272,2,0.6219302675100619,EAC
Budongo,Sonso,FK,Budongo (Sonso),Sonso (FK),273,1,0.8865982404692082,EAC
Budongo,Sonso,FK,Budongo (Sonso),Sonso (FK),273,2,0.058200979,EAC
Budongo,Sonso,FK,Budongo (Sonso),Sonso (FK),273,3,0.9128206284330549,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),274,1,0.7413793103448276,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),274,2,0.32608695652173914,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),274,3,0.3924050632911392,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),276,1,0.6750002302767928,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),276,2,0.4642859962576682,EAC
Budongo,Sonso,ZL,Budongo (Sonso),Sonso (ZL),276,3,0.6410257217715524,EAC
Budongo,Waibira,TRS,Budongo (Waibira),Waibira (TRS),282,1,0.4459451219512195,EAC
Budongo,Waibira,TRS,Budongo (Waibira),Waibira (TRS),282,2,0.3596489202748211,EAC
Budongo,Waibira,TRS,Budongo (Waibira),Waibira (TRS),282,3,0.6886801488455249,EAC
Budongo,Waibira,TRS,Budongo (Waibira),Waibira (TRS),282,4,0.2661285187083236,EAC
Budongo,Waibira,TRS,Budongo (Waibira),Waibira (TRS),282,5,0.23884534381310116,EAC
Budongo,Waibira,TRS,Budongo (Waibira),Waibira (TRS),283,1,0.6281796830604458,EAC
Budongo,Waibira,TRS,Budongo (Waibira),Waibira (TRS),283,2,0.43478189709916265,EAC
Budongo,Waibira,TRS,Budongo (Waibira),Waibira (TRS),283,3,0.6265052809555427,EAC
Budongo,Waibira,TRS,Budongo (Waibira),Waibira (TRS),283,4,0.563637857,EAC
Budongo,Waibira,TRS,Budongo (Waibira),Waibira (TRS),283,5,0.17647019747301854,EAC
Budongo,Waibira,ILA,Budongo (Waibira),Waibira (ILA),300,1,0.063257003,EAC
Budongo,Waibira,ILA,Budongo (Waibira),Waibira (ILA),300,2,0.9150367921137992,EAC
Budongo,Waibira,BEN,Budongo (Waibira),Waibira (BEN),309,1,0.22080442514978157,EAC
Budongo,Waibira,BEN,Budongo (Waibira),Waibira (BEN),309,2,0.5311356774654488,EAC
Budongo,Waibira,BEN,Budongo (Waibira),Waibira (BEN),310,1,0.2236488950818752,EAC
