Drumming_bout,Subspecies,Population,Community,Date,Total_bout_duration,Summed_Total_bout_duration,Summed_Total_bout_duration_val,Check_Matching_Total_bout_duration,N_beats,With_Ph,Start_Ph,End_Ph,Start_Ph_N,End_Ph_N,Note_Ph,Context_Before,Context_After,Context,Tree_Species,DBH,IBI_i,IBI,IBI_ms,Pop_com_code,Com_indiv_code,Individual,File_Name,Com_indiv,Bout_cv,Bout_npvi,IBI_cluster,Bout_entropy
885,WAC,Tai,E,19.01.20,3.48086,3.48086,3.48086,0,17,With,Build-Up,Let-Down,1,3,NV,NV,NV,Traveling,NV,NV,4,0.135031,135.031,Tai (E),E (WIL),Male J,File 189,E_WIL,0.5498802791475074,28.01569060609335,short,1.5593509992552081
885,WAC,Tai,E,19.01.20,3.48086,3.48086,3.48086,0,17,With,Build-Up,Let-Down,1,3,NV,NV,NV,Traveling,NV,NV,5,0.302908,302.908,Tai (E),E (WIL),Male J,File 189,E_WIL,0.5498802791475074,28.01569060609335,short,1.5593509992552081
885,WAC,Tai,E,19.01.20,3.48086,3.48086,3.48086,0,17,With,Build-Up,Let-Down,1,3,NV,NV,NV,Traveling,NV,NV,6,0.127732,127.73200000000001,Tai (E),E (WIL),Male J,File 189,E_WIL,0.5498802791475074,28.01569060609335,short,1.5593509992552081
885,WAC,Tai,E,19.01.20,3.48086,3.48086,3.48086,0,17,With,Build-Up,Let-Down,1,3,NV,NV,NV,Traveling,NV,NV,7,0.251815,251.815,Tai (E),E (WIL),Male J,File 189,E_WIL,0.5498802791475074,28.01569060609335,short,1.5593509992552081
885,WAC,Tai,E,19.01.20,3.48086,3.48086,3.48086,0,17,With,Build-Up,Let-Down,1,3,NV,NV,NV,Traveling,NV,NV,8,0.186124,186.12400000000002,Tai (E),E (WIL),Male J,File 189,E_WIL,0.5498802791475074,28.01569060609335,short,1.5593509992552081
885,WAC,Tai,E,19.01.20,3.48086,3.48086,3.48086,0,17,With,Build-Up,Let-Down,1,3,NV,NV,NV,Traveling,NV,NV,9,0.178825,178.82500000000002,Tai (E),E (WIL),Male J,File 189,E_WIL,0.5498802791475074,28.01569060609335,short,1.5593509992552081
885,WAC,Tai,E,19.01.20,3.48086,3.48086,3.48086,0,17,With,Build-Up,Let-Down,1,3,NV,NV,NV,Traveling,NV,NV,10,0.295609,295.60900000000004,Tai (E),E (WIL),Male J,File 189,E_WIL,0.5498802791475074,28.01569060609335,short,1.5593509992552081
885,WAC,Tai,E,19.01.20,3.48086,3.48086,3.48086,0,17,With,Build-Up,Let-Down,1,3,NV,NV,NV,Traveling,NV,NV,11,0.102186,102.18599999999999,Tai (E),E (WIL),Male J,File 189,E_WIL,0.5498802791475074,28.01569060609335,short,1.5593509992552081
885,WAC,Tai,E,19.01.20,3.48086,3.48086,3.48086,0,17,With,Build-Up,Let-Down,1,3,NV,NV,NV,Traveling,NV,NV,12,0.138681,138.681,Tai (E),E (WIL),Male J,File 189,E_WIL,0.5498802791475074,28.01569060609335,short,1.5593509992552081
885,WAC,Tai,E,19.01.20,3.48086,3.48086,3.48086,0,17,With,Build-Up,Let-Down,1,3,NV,NV,NV,Traveling,NV,NV,13,0.197073,197.073,Tai (E),E (WIL),Male J,File 189,E_WIL,0.5498802791475074,28.01569060609335,short,1.5593509992552081
885,WAC,Tai,E,19.01.20,3.48086,3.48086,3.48086,0,17,With,Build-Up,Let-Down,1,3,NV,NV,NV,Traveling,NV,NV,14,0.583919,583.919,Tai (E),E (WIL),Male J,File 189,E_WIL,0.5498802791475074,28.01569060609335,long,1.5593509992552081
885,WAC,Tai,E,19.01.20,3.48086,3.48086,3.48086,0,17,With,Build-Up,Let-Down,1,3,NV,NV,NV,Traveling,NV,NV,15,0.047443,47.443,Tai (E),E (WIL),Male J,File 189,E_WIL,0.5498802791475074,28.01569060609335,short,1.5593509992552081
885,WAC,Tai,E,19.01.20,3.48086,3.48086,3.48086,0,17,With,Build-Up,Let-Down,1,3,NV,NV,NV,Traveling,NV,NV,16,0.220416,220.416,Tai (E),E (WIL),Male J,File 189,E_WIL,0.5498802791475074,28.01569060609335,short,1.5593509992552081
886,WAC,Tai,E,19.01.20,0.52799,0.52799,0.52799,0,6,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,1,0.076266,76.266,Tai (E),E (RIC),Male K,File 190,E_RIC,0.3876950409911764,33.246637546571215,long,0
886,WAC,Tai,E,19.01.20,0.52799,0.52799,0.52799,0,6,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,2,0.058666,58.666000000000004,Tai (E),E (RIC),Male K,File 190,E_RIC,0.3876950409911764,33.246637546571215,long,0
886,WAC,Tai,E,19.01.20,0.52799,0.52799,0.52799,0,6,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,3,0.164264,164.26399999999998,Tai (E),E (RIC),Male K,File 190,E_RIC,0.3876950409911764,33.246637546571215,long,0
886,WAC,Tai,E,19.01.20,0.52799,0.52799,0.52799,0,6,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,4,0.085065,85.065,Tai (E),E (RIC),Male K,File 190,E_RIC,0.3876950409911764,33.246637546571215,long,0
886,WAC,Tai,E,19.01.20,0.52799,0.52799,0.52799,0,6,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,5,0.143731,143.731,Tai (E),E (RIC),Male K,File 190,E_RIC,0.3876950409911764,33.246637546571215,long,0
887,WAC,Tai,E,19.01.20,0.43892,0.43892,0.43892,0,3,Without,0,0,0,0,NV,NV,NV,Traveling,NV,NV,1,0.259694,259.69399999999996,Tai (E),E (RIC),Male K,File 191,E_RIC,0.18333451046776278,18.33345104677628,long,0
887,WAC,Tai,E,19.01.20,0.43892,0.43892,0.43892,0,3,Without,0,0,0,0,NV,NV,NV,Traveling,NV,NV,2,0.179225,179.225,Tai (E),E (RIC),Male K,File 191,E_RIC,0.18333451046776278,18.33345104677628,long,0
888,WAC,Tai,E,19.01.20,1.56665,1.56665,1.56665,0,9,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,1,0.079324,79.32400000000001,Tai (E),E (RIC),Male K,File 192,E_RIC,0.9615338323900177,39.100740861416675,long,1.5549511023971747
888,WAC,Tai,E,19.01.20,1.56665,1.56665,1.56665,0,9,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,2,0.042967,42.967,Tai (E),E (RIC),Male K,File 192,E_RIC,0.9615338323900177,39.100740861416675,long,1.5549511023971747
888,WAC,Tai,E,19.01.20,1.56665,1.56665,1.56665,0,9,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,3,0.109071,109.071,Tai (E),E (RIC),Male K,File 192,E_RIC,0.9615338323900177,39.100740861416675,long,1.5549511023971747
888,WAC,Tai,E,19.01.20,1.56665,1.56665,1.56665,0,9,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,4,0.188395,188.395,Tai (E),E (RIC),Male K,File 192,E_RIC,0.9615338323900177,39.100740861416675,long,1.5549511023971747
888,WAC,Tai,E,19.01.20,1.56665,1.56665,1.56665,0,9,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,5,0.677559,677.559,Tai (E),E (RIC),Male K,File 192,E_RIC,0.9615338323900177,39.100740861416675,short,1.5549511023971747
888,WAC,Tai,E,19.01.20,1.56665,1.56665,1.56665,0,9,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,6,0.1917,191.70000000000002,Tai (E),E (RIC),Male K,File 192,E_RIC,0.9615338323900177,39.100740861416675,long,1.5549511023971747
888,WAC,Tai,E,19.01.20,1.56665,1.56665,1.56665,0,9,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,7,0.122291,122.291,Tai (E),E (RIC),Male K,File 192,E_RIC,0.9615338323900177,39.100740861416675,long,1.5549511023971747
888,WAC,Tai,E,19.01.20,1.56665,1.56665,1.56665,0,9,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,8,0.155343,155.34300000000002,Tai (E),E (RIC),Male K,File 192,E_RIC,0.9615338323900177,39.100740861416675,long,1.5549511023971747
890,WAC,Tai,E,02.02.20,1.69166,1.69166,1.69166,0,8,With,Build-Up,Let-Down,1,0,NV,NV,NV,Traveling,NV,NV,1,0.165545,165.545,Tai (E),E (WIL),Male J,File 194,E_WIL,0.7936963019600112,24.910956061901807,short,1.544783155738533
890,WAC,Tai,E,02.02.20,1.69166,1.69166,1.69166,0,8,With,Build-Up,Let-Down,1,0,NV,NV,NV,Traveling,NV,NV,2,0.131919,131.919,Tai (E),E (WIL),Male J,File 194,E_WIL,0.7936963019600112,24.910956061901807,short,1.544783155738533
890,WAC,Tai,E,02.02.20,1.69166,1.69166,1.69166,0,8,With,Build-Up,Let-Down,1,0,NV,NV,NV,Traveling,NV,NV,3,0.165545,165.545,Tai (E),E (WIL),Male J,File 194,E_WIL,0.7936963019600112,24.910956061901807,short,1.544783155738533
890,WAC,Tai,E,02.02.20,1.69166,1.69166,1.69166,0,8,With,Build-Up,Let-Down,1,0,NV,NV,NV,Traveling,NV,NV,4,0.708739,708.739,Tai (E),E (WIL),Male J,File 194,E_WIL,0.7936963019600112,24.910956061901807,long,1.544783155738533
890,WAC,Tai,E,02.02.20,1.69166,1.69166,1.69166,0,8,With,Build-Up,Let-Down,1,0,NV,NV,NV,Traveling,NV,NV,5,0.139679,139.679,Tai (E),E (WIL),Male J,File 194,E_WIL,0.7936963019600112,24.910956061901807,short,1.544783155738533
890,WAC,Tai,E,02.02.20,1.69166,1.69166,1.69166,0,8,With,Build-Up,Let-Down,1,0,NV,NV,NV,Traveling,NV,NV,6,0.193998,193.998,Tai (E),E (WIL),Male J,File 194,E_WIL,0.7936963019600112,24.910956061901807,short,1.544783155738533
890,WAC,Tai,E,02.02.20,1.69166,1.69166,1.69166,0,8,With,Build-Up,Let-Down,1,0,NV,NV,NV,Traveling,NV,NV,7,0.186238,186.238,Tai (E),E (WIL),Male J,File 194,E_WIL,0.7936963019600112,24.910956061901807,short,1.544783155738533
891,WAC,Tai,E,02.02.20,1.66758,1.66758,1.66758,0,10,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV,1,0.077621,77.621,Tai (E),E (WIL),Male J,File 195,E_WIL,0.27667287384661876,19.650297532895763,short,0
891,WAC,Tai,E,02.02.20,1.66758,1.66758,1.66758,0,10,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV,2,0.234281,234.28099999999998,Tai (E),E (WIL),Male J,File 195,E_WIL,0.27667287384661876,19.650297532895763,short,0
891,WAC,Tai,E,02.02.20,1.66758,1.66758,1.66758,0,10,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV,3,0.174837,174.837,Tai (E),E (WIL),Male J,File 195,E_WIL,0.27667287384661876,19.650297532895763,short,0
891,WAC,Tai,E,02.02.20,1.66758,1.66758,1.66758,0,10,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV,4,0.157353,157.35299999999998,Tai (E),E (WIL),Male J,File 195,E_WIL,0.27667287384661876,19.650297532895763,short,0
891,WAC,Tai,E,02.02.20,1.66758,1.66758,1.66758,0,10,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV,5,0.180082,180.082,Tai (E),E (WIL),Male J,File 195,E_WIL,0.27667287384661876,19.650297532895763,short,0
891,WAC,Tai,E,02.02.20,1.66758,1.66758,1.66758,0,10,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV,6,0.185327,185.327,Tai (E),E (WIL),Male J,File 195,E_WIL,0.27667287384661876,19.650297532895763,short,0
891,WAC,Tai,E,02.02.20,1.66758,1.66758,1.66758,0,10,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV,7,0.222043,222.04299999999998,Tai (E),E (WIL),Male J,File 195,E_WIL,0.27667287384661876,19.650297532895763,short,0
891,WAC,Tai,E,02.02.20,1.66758,1.66758,1.66758,0,10,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV,8,0.269249,269.249,Tai (E),E (WIL),Male J,File 195,E_WIL,0.27667287384661876,19.650297532895763,short,0
891,WAC,Tai,E,02.02.20,1.66758,1.66758,1.66758,0,10,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV,9,0.166788,166.78799999999998,Tai (E),E (WIL),Male J,File 195,E_WIL,0.27667287384661876,19.650297532895763,short,0
892,WAC,Tai,E,02.02.20,1.39519,1.39519,1.39519,0,9,With,after,after,0,0,NV,NV,NV,Traveling,NV,NV,1,0.107707,107.707,Tai (E),E (WIL),Male J,File 196,E_WIL,0.5330354368906358,23.956570017913723,short,0
892,WAC,Tai,E,02.02.20,1.39519,1.39519,1.39519,0,9,With,after,after,0,0,NV,NV,NV,Traveling,NV,NV,2,0.177842,177.842,Tai (E),E (WIL),Male J,File 196,E_WIL,0.5330354368906358,23.956570017913723,short,0
892,WAC,Tai,E,02.02.20,1.39519,1.39519,1.39519,0,9,With,after,after,0,0,NV,NV,NV,Traveling,NV,NV,3,0.393759,393.759,Tai (E),E (WIL),Male J,File 196,E_WIL,0.5330354368906358,23.956570017913723,short,0
892,WAC,Tai,E,02.02.20,1.39519,1.39519,1.39519,0,9,With,after,after,0,0,NV,NV,NV,Traveling,NV,NV,4,0.070213,70.213,Tai (E),E (WIL),Male J,File 196,E_WIL,0.5330354368906358,23.956570017913723,short,0
892,WAC,Tai,E,02.02.20,1.39519,1.39519,1.39519,0,9,With,after,after,0,0,NV,NV,NV,Traveling,NV,NV,5,0.207714,207.714,Tai (E),E (WIL),Male J,File 196,E_WIL,0.5330354368906358,23.956570017913723,short,0
892,WAC,Tai,E,02.02.20,1.39519,1.39519,1.39519,0,9,With,after,after,0,0,NV,NV,NV,Traveling,NV,NV,6,0.178459,178.459,Tai (E),E (WIL),Male J,File 196,E_WIL,0.5330354368906358,23.956570017913723,short,0
892,WAC,Tai,E,02.02.20,1.39519,1.39519,1.39519,0,9,With,after,after,0,0,NV,NV,NV,Traveling,NV,NV,7,0.112634,112.634,Tai (E),E (WIL),Male J,File 196,E_WIL,0.5330354368906358,23.956570017913723,short,0
892,WAC,Tai,E,02.02.20,1.39519,1.39519,1.39519,0,9,With,after,after,0,0,NV,NV,NV,Traveling,NV,NV,8,0.146857,146.857,Tai (E),E (WIL),Male J,File 196,E_WIL,0.5330354368906358,23.956570017913723,short,0
893,WAC,Tai,E,02.02.20,0.55104,0.55104,0.55104,0,5,With,roar,after,1,0,"ph-roar, no climax",NV,NV,Traveling,NV,NV,1,0.159103,159.103,Tai (E),E (WIL),Male J,File 197,E_WIL,0.28361968107731705,29.585251206351746,short,0
893,WAC,Tai,E,02.02.20,0.55104,0.55104,0.55104,0,5,With,roar,after,1,0,"ph-roar, no climax",NV,NV,Traveling,NV,NV,2,0.110596,110.596,Tai (E),E (WIL),Male J,File 197,E_WIL,0.28361968107731705,29.585251206351746,short,0
893,WAC,Tai,E,02.02.20,0.55104,0.55104,0.55104,0,5,With,roar,after,1,0,"ph-roar, no climax",NV,NV,Traveling,NV,NV,3,0.091193,91.193,Tai (E),E (WIL),Male J,File 197,E_WIL,0.28361968107731705,29.585251206351746,short,0
893,WAC,Tai,E,02.02.20,0.55104,0.55104,0.55104,0,5,With,roar,after,1,0,"ph-roar, no climax",NV,NV,Traveling,NV,NV,4,0.190147,190.14700000000002,Tai (E),E (WIL),Male J,File 197,E_WIL,0.28361968107731705,29.585251206351746,short,0
895,WAC,Tai,E,02.02.20,2.41357,2.41357,2.41357,0,10,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV,1,0.188842,188.842,Tai (E),E (WIL),Male J,File 199,E_WIL,0.8341128788817899,28.24164082074678,short,1.5605694548611453
895,WAC,Tai,E,02.02.20,2.41357,2.41357,2.41357,0,10,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV,2,0.147946,147.946,Tai (E),E (WIL),Male J,File 199,E_WIL,0.8341128788817899,28.24164082074678,short,1.5605694548611453
895,WAC,Tai,E,02.02.20,2.41357,2.41357,2.41357,0,10,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV,3,0.126295,126.29499999999999,Tai (E),E (WIL),Male J,File 199,E_WIL,0.8341128788817899,28.24164082074678,short,1.5605694548611453
895,WAC,Tai,E,02.02.20,2.41357,2.41357,2.41357,0,10,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV,4,0.116673,116.673,Tai (E),E (WIL),Male J,File 199,E_WIL,0.8341128788817899,28.24164082074678,short,1.5605694548611453
895,WAC,Tai,E,02.02.20,2.41357,2.41357,2.41357,0,10,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV,5,0.156366,156.366,Tai (E),E (WIL),Male J,File 199,E_WIL,0.8341128788817899,28.24164082074678,short,1.5605694548611453
895,WAC,Tai,E,02.02.20,2.41357,2.41357,2.41357,0,10,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV,6,0.869669,869.669,Tai (E),E (WIL),Male J,File 199,E_WIL,0.8341128788817899,28.24164082074678,long,1.5605694548611453
895,WAC,Tai,E,02.02.20,2.41357,2.41357,2.41357,0,10,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV,7,0.250971,250.971,Tai (E),E (WIL),Male J,File 199,E_WIL,0.8341128788817899,28.24164082074678,short,1.5605694548611453
895,WAC,Tai,E,02.02.20,2.41357,2.41357,2.41357,0,10,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV,8,0.201944,201.94400000000002,Tai (E),E (WIL),Male J,File 199,E_WIL,0.8341128788817899,28.24164082074678,short,1.5605694548611453
895,WAC,Tai,E,02.02.20,2.41357,2.41357,2.41357,0,10,With,Build-Up,Climax,1,2,NV,NV,NV,Resting,NV,NV,9,0.354861,354.861,Tai (E),E (WIL),Male J,File 199,E_WIL,0.8341128788817899,28.24164082074678,short,1.5605694548611453
896,WAC,Tai,E,02.02.20,0.45065,0.45065,0.45065,0,4,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,1,0.144765,144.76500000000001,Tai (E),E (RIC),Male K,File 200,E_RIC,0.19263317843696345,11.636251002914966,long,0
896,WAC,Tai,E,02.02.20,0.45065,0.45065,0.45065,0,4,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,2,0.188064,188.06400000000002,Tai (E),E (RIC),Male K,File 200,E_RIC,0.19263317843696345,11.636251002914966,long,0
896,WAC,Tai,E,02.02.20,0.45065,0.45065,0.45065,0,4,With,Build-Up,Build-Up,1,1,NV,NV,NV,Traveling,NV,NV,3,0.117816,117.816,Tai (E),E (RIC),Male K,File 200,E_RIC,0.19263317843696345,11.636251002914966,long,0
897,WAC,Tai,E,03.02.20,1.93544,1.93544,1.93544,0,11,With,Climax,after,2,0,NV,NV,NV,Traveling,NV,NV,1,0.159859,159.859,Tai (E),E (WIL),Male J,File 201,E_WIL,0.7494831185595106,33.37055566838947,short,1.563417866393641
897,WAC,Tai,E,03.02.20,1.93544,1.93544,1.93544,0,11,With,Climax,after,2,0,NV,NV,NV,Traveling,NV,NV,2,0.03711,37.11,Tai (E),E (WIL),Male J,File 201,E_WIL,0.7494831185595106,33.37055566838947,short,1.563417866393641
897,WAC,Tai,E,03.02.20,1.93544,1.93544,1.93544,0,11,With,Climax,after,2,0,NV,NV,NV,Traveling,NV,NV,3,0.151295,151.29500000000002,Tai (E),E (WIL),Male J,File 201,E_WIL,0.7494831185595106,33.37055566838947,short,1.563417866393641
897,WAC,Tai,E,03.02.20,1.93544,1.93544,1.93544,0,11,With,Climax,after,2,0,NV,NV,NV,Traveling,NV,NV,4,0.062802,62.802,Tai (E),E (WIL),Male J,File 201,E_WIL,0.7494831185595106,33.37055566838947,short,1.563417866393641
897,WAC,Tai,E,03.02.20,1.93544,1.93544,1.93544,0,11,With,Climax,after,2,0,NV,NV,NV,Traveling,NV,NV,5,0.202678,202.678,Tai (E),E (WIL),Male J,File 201,E_WIL,0.7494831185595106,33.37055566838947,short,1.563417866393641
897,WAC,Tai,E,03.02.20,1.93544,1.93544,1.93544,0,11,With,Climax,after,2,0,NV,NV,NV,Traveling,NV,NV,6,0.142731,142.731,Tai (E),E (WIL),Male J,File 201,E_WIL,0.7494831185595106,33.37055566838947,short,1.563417866393641
897,WAC,Tai,E,03.02.20,1.93544,1.93544,1.93544,0,11,With,Climax,after,2,0,NV,NV,NV,Traveling,NV,NV,7,0.11704,117.04,Tai (E),E (WIL),Male J,File 201,E_WIL,0.7494831185595106,33.37055566838947,short,1.563417866393641
897,WAC,Tai,E,03.02.20,1.93544,1.93544,1.93544,0,11,With,Climax,after,2,0,NV,NV,NV,Traveling,NV,NV,8,0.239788,239.788,Tai (E),E (WIL),Male J,File 201,E_WIL,0.7494831185595106,33.37055566838947,short,1.563417866393641
897,WAC,Tai,E,03.02.20,1.93544,1.93544,1.93544,0,11,With,Climax,after,2,0,NV,NV,NV,Traveling,NV,NV,9,0.236934,236.934,Tai (E),E (WIL),Male J,File 201,E_WIL,0.7494831185595106,33.37055566838947,short,1.563417866393641
897,WAC,Tai,E,03.02.20,1.93544,1.93544,1.93544,0,11,With,Climax,after,2,0,NV,NV,NV,Traveling,NV,NV,10,0.585198,585.198,Tai (E),E (WIL),Male J,File 201,E_WIL,0.7494831185595106,33.37055566838947,long,1.563417866393641
898,WAC,Tai,E,03.02.20,1.15475,1.15475,1.15475,0,7,With,Climax,after,2,0,NV,NV,NV,Traveling,NV,NV,1,0.104161,104.161,Tai (E),E (REP),Male M,File 202,E_REP,0.3537035529197562,25.75668549463195,short,0
898,WAC,Tai,E,03.02.20,1.15475,1.15475,1.15475,0,7,With,Climax,after,2,0,NV,NV,NV,Traveling,NV,NV,2,0.201139,201.139,Tai (E),E (REP),Male M,File 202,E_REP,0.3537035529197562,25.75668549463195,short,0
898,WAC,Tai,E,03.02.20,1.15475,1.15475,1.15475,0,7,With,Climax,after,2,0,NV,NV,NV,Traveling,NV,NV,3,0.172404,172.404,Tai (E),E (REP),Male M,File 202,E_REP,0.3537035529197562,25.75668549463195,short,0
898,WAC,Tai,E,03.02.20,1.15475,1.15475,1.15475,0,7,With,Climax,after,2,0,NV,NV,NV,Traveling,NV,NV,4,0.12212,122.12,Tai (E),E (REP),Male M,File 202,E_REP,0.3537035529197562,25.75668549463195,short,0
898,WAC,Tai,E,03.02.20,1.15475,1.15475,1.15475,0,7,With,Climax,after,2,0,NV,NV,NV,Traveling,NV,NV,5,0.269382,269.382,Tai (E),E (REP),Male M,File 202,E_REP,0.3537035529197562,25.75668549463195,short,0
898,WAC,Tai,E,03.02.20,1.15475,1.15475,1.15475,0,7,With,Climax,after,2,0,NV,NV,NV,Traveling,NV,NV,6,0.285545,285.545,Tai (E),E (REP),Male M,File 202,E_REP,0.3537035529197562,25.75668549463195,short,0
899,WAC,Tai,E,03.02.20,1.36411,1.36411,1.36411,0,8,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV,1,0.080417,80.417,Tai (E),E (WIL),Male J,File 203,E_WIL,0.38917679191285104,31.727727901314534,short,0
899,WAC,Tai,E,03.02.20,1.36411,1.36411,1.36411,0,8,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV,2,0.29772,297.71999999999997,Tai (E),E (WIL),Male J,File 203,E_WIL,0.38917679191285104,31.727727901314534,short,0
899,WAC,Tai,E,03.02.20,1.36411,1.36411,1.36411,0,8,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV,3,0.25924,259.24,Tai (E),E (WIL),Male J,File 203,E_WIL,0.38917679191285104,31.727727901314534,short,0
899,WAC,Tai,E,03.02.20,1.36411,1.36411,1.36411,0,8,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV,4,0.14892,148.92,Tai (E),E (WIL),Male J,File 203,E_WIL,0.38917679191285104,31.727727901314534,short,0
899,WAC,Tai,E,03.02.20,1.36411,1.36411,1.36411,0,8,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV,5,0.184661,184.661,Tai (E),E (WIL),Male J,File 203,E_WIL,0.38917679191285104,31.727727901314534,short,0
899,WAC,Tai,E,03.02.20,1.36411,1.36411,1.36411,0,8,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV,6,0.268056,268.05600000000004,Tai (E),E (WIL),Male J,File 203,E_WIL,0.38917679191285104,31.727727901314534,short,0
899,WAC,Tai,E,03.02.20,1.36411,1.36411,1.36411,0,8,With,Build-Up,after,1,0,NV,NV,NV,Traveling,NV,NV,7,0.125093,125.093,Tai (E),E (WIL),Male J,File 203,E_WIL,0.38917679191285104,31.727727901314534,short,0
901,WAC,Tai,E,03.02.20,1.09884,1.09884,1.09884,0,6,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,1,0.224909,224.909,Tai (E),E (WIL),Male J,File 205,E_WIL,0.299815445,24.60609708,short,0
901,WAC,Tai,E,03.02.20,1.09884,1.09884,1.09884,0,6,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,2,0.276316,276.31600000000003,Tai (E),E (WIL),Male J,File 205,E_WIL,0.299815445,24.60609708,short,0
901,WAC,Tai,E,03.02.20,1.09884,1.09884,1.09884,0,6,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,3,0.092105,92.105,Tai (E),E (WIL),Male J,File 205,E_WIL,0.299815445,24.60609708,short,0
901,WAC,Tai,E,03.02.20,1.09884,1.09884,1.09884,0,6,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,4,0.250612,250.612,Tai (E),E (WIL),Male J,File 205,E_WIL,0.299815445,24.60609708,short,0
901,WAC,Tai,E,03.02.20,1.09884,1.09884,1.09884,0,6,With,Build-Up,Climax,1,2,NV,NV,NV,Traveling,NV,NV,5,0.254896,254.89600000000002,Tai (E),E (WIL),Male J,File 205,E_WIL,0.299815445,24.60609708,short,0
902,WAC,Tai,E,10.02.20,1.07301,1.07301,1.07301,0,10,With,after,after,0,0,NV,NV,NV,Traveling,NV,NV,1,0.142016,142.016,Tai (E),E (REP),Male M,File 206,E_REP,0.4915682686925428,29.742215140507593,short,0
902,WAC,Tai,E,10.02.20,1.07301,1.07301,1.07301,0,10,With,after,after,0,0,NV,NV,NV,Traveling,NV,NV,2,0.183438,183.438,Tai (E),E (REP),Male M,File 206,E_REP,0.4915682686925428,29.742215140507593,short,0
902,WAC,Tai,E,10.02.20,1.07301,1.07301,1.07301,0,10,With,after,after,0,0,NV,NV,NV,Traveling,NV,NV,3,0.045366,45.366,Tai (E),E (REP),Male M,File 206,E_REP,0.4915682686925428,29.742215140507593,short,0
902,WAC,Tai,E,10.02.20,1.07301,1.07301,1.07301,0,10,With,after,after,0,0,NV,NV,NV,Traveling,NV,NV,4,0.075124,75.124,Tai (E),E (REP),Male M,File 206,E_REP,0.4915682686925428,29.742215140507593,short,0
902,WAC,Tai,E,10.02.20,1.07301,1.07301,1.07301,0,10,With,after,after,0,0,NV,NV,NV,Traveling,NV,NV,5,0.037306,37.306,Tai (E),E (REP),Male M,File 206,E_REP,0.4915682686925428,29.742215140507593,short,0
902,WAC,Tai,E,10.02.20,1.07301,1.07301,1.07301,0,10,With,after,after,0,0,NV,NV,NV,Traveling,NV,NV,6,0.18541,185.41,Tai (E),E (REP),Male M,File 206,E_REP,0.4915682686925428,29.742215140507593,short,0
902,WAC,Tai,E,10.02.20,1.07301,1.07301,1.07301,0,10,With,after,after,0,0,NV,NV,NV,Traveling,NV,NV,7,0.086788,86.78800000000001,Tai (E),E (REP),Male M,File 206,E_REP,0.4915682686925428,29.742215140507593,short,0
